Genes,GLC01,A549,BEAS,NCI-H23,CALU-3
YTDC1_HUMAN,6.500278463,6.734596737,7.624820531,7.131708589,6.780537261
TIFA_HUMAN,4.193275029,4.198671042,5.448657576,3.48047658,3.997689294
ACSL1_HUMAN,2.302444964,2.224109063,5.780478995,2.477324959,4.050909193
ICE1_HUMAN,7.348750821,7.319794796,7.361355027,6.656492779,7.056721095
ATS16_HUMAN,0.829026691,1.004190601,-0.340850857,-0.340850857,-0.340850857
RM36_HUMAN,5.655977146,4.403179966,4.354486795,3.206326144,4.308602069
FAKD3_HUMAN,3.209881386,2.660891738,2.229111188,2.224045275,3.141670799
IRX4_HUMAN,-0.340850857,-0.340850857,3.062904717,-0.115236367,-0.340850857
SEM5A_HUMAN,-0.340850857,-0.340850857,-0.340850857,3.345274752,1.537898471
MYO10_HUMAN,6.91698546,7.499667948,1.76866732,4.20681405,7.648309211
MED10_HUMAN,6.378086592,5.451825517,6.991616254,6.445941794,6.37743733
MTRR_HUMAN,5.749626289,5.225319479,5.051563874,4.669935864,4.851209029
NU155_HUMAN,5.976947333,5.515542875,6.068275724,7.406289879,5.572846698
FBXL7_HUMAN,-0.340850857,0.169977686,3.691850004,-0.340850857,-0.340850857
AN33B_HUMAN,4.114100731,5.37461548,4.752487449,5.740640564,4.591731515
SPEF2_HUMAN,4.131017278,3.0499781,4.595360894,4.590227299,3.731251869
RICTR_HUMAN,6.225316839,6.20403359,5.342587389,6.439018659,5.950372528
PLCX3_HUMAN,2.468738798,-0.340850857,-0.340850857,0.248572157,-0.340850857
ZFR_HUMAN,7.843163383,7.534827976,8.657374367,8.270354847,7.746603809
S38A9_HUMAN,2.928488364,3.08549812,3.843255354,3.290156446,3.407181255
CAD10_HUMAN,-0.12854251,-0.340850857,-0.340850857,2.000037114,-0.340850857
GPX8_HUMAN,5.867152131,5.390994755,6.055275458,4.804340334,5.562146385
ISL1_HUMAN,-0.12854251,1.46439079,-0.189046399,3.847253274,5.427332893
ANKH_HUMAN,5.157115121,4.295103896,3.813815669,2.18631158,4.465845214
PPWD1_HUMAN,3.786821861,4.182828756,4.931443919,4.337609226,4.279791732
FBX4_HUMAN,4.030582223,3.433249499,2.677788828,2.18563758,3.597088829
ANPRC_HUMAN,5.751066507,4.520309599,7.226655885,-0.340850857,0.079179578
HSPB3_HUMAN,-0.340850857,-0.340850857,-0.340850857,-0.340850857,-0.340850857
FST_HUMAN,5.265334324,1.689096661,0.418442653,0.101313993,7.135823282
RT30_HUMAN,6.304020865,6.096193575,4.855804475,8.061169746,6.848630279
GHR_HUMAN,-0.139489332,-0.021855587,3.057983112,2.191926746,0.978503712
ATS12_HUMAN,-0.340850857,2.888664421,1.723231436,-0.340850857,0.536385163
MCIN_HUMAN,-0.142594238,-0.340850857,0.756266551,-0.340850857,1.075959903
UD3A1_HUMAN,0.697600017,-0.340850857,-0.340850857,-0.340850857,-0.340850857
CAD18_HUMAN,-0.340850857,-0.340850857,-0.340850857,1.630498175,-0.340850857
RAI14_HUMAN,7.847302592,9.635175695,7.645572209,8.228995178,7.695156329
CE034_HUMAN,2.49647809,1.419028624,2.95817095,3.094383523,2.295388405
EMB_HUMAN,2.221908823,1.9766997,-0.183183322,2.700031542,4.64859346
ELOV7_HUMAN,3.529077741,3.668953395,3.338613882,1.522234191,6.136565521
ITA1_HUMAN,3.158548667,1.22931969,5.82276812,2.955439368,5.253748082
DEP1B_HUMAN,4.440730776,5.364421567,4.916684854,5.083617656,7.007678675
HEXB_HUMAN,5.448836808,6.455339435,7.488417091,5.955324862,7.415274551
F151B_HUMAN,0.808519802,1.109409888,0.756266551,1.360659308,0.684396663
CC152_HUMAN,-0.340850857,-0.340850857,-0.019248392,-0.340850857,5.109172489
MTREX_HUMAN,5.791414462,6.703329328,7.274844274,6.880246989,6.844062385
KISHA_HUMAN,7.469051851,6.764898307,6.901690519,7.321630601,7.856264731
CSPG2_HUMAN,8.668772977,1.708623871,2.966129178,3.428425924,3.422828893
SCOT1_HUMAN,1.118030466,4.818076236,5.969627322,5.190314049,3.81864158
TCP4_HUMAN,8.320683208,7.851798752,8.225819988,8.051121589,8.30262431
TPC13_HUMAN,3.115014123,3.970304489,4.456398627,4.034230564,4.410049613
ARSB_HUMAN,2.132001342,1.849923392,2.48898388,1.278747205,2.753236355
CENPK_HUMAN,6.031382665,6.325713509,7.671722632,6.070266355,5.924867827
PDZD2_HUMAN,0.858954198,0.17321979,3.999215732,0.095614526,-0.340850857
CCNH_HUMAN,3.198247441,3.498838194,4.345090236,4.270508593,4.038381907
ZSWM6_HUMAN,5.587132015,5.344756419,6.126825133,5.83797595,5.326171606
ITA2_HUMAN,5.267916343,6.379104468,3.654319955,8.511390725,8.404930376
JMY_HUMAN,4.317165296,5.972580602,6.704387665,5.378947198,6.020934135
GDNF_HUMAN,0.018235282,-0.155374411,-0.340850857,0.532292698,-0.340850857
GLRX1_HUMAN,6.123886083,4.357807934,3.392449455,1.014825687,4.03390346
SERC5_HUMAN,3.392760417,3.61721349,1.680416654,2.862406359,5.549357875
NIPBL_HUMAN,7.891159537,7.83021177,8.581797589,9.270201952,8.185130913
OSMR_HUMAN,5.742619766,5.385150204,4.087312474,5.00996814,5.009031127
SHLD3_HUMAN,3.481019996,3.447685601,4.758624733,3.159022347,3.604022285
ATG10_HUMAN,4.561320777,4.321914369,3.980437046,4.818081582,4.055617961
RGRF2_HUMAN,-0.340850857,3.054194518,-0.340850857,-0.340850857,4.684744104
SGTB_HUMAN,3.347166082,4.756383902,6.241417912,3.848325819,2.863638402
GOLP3_HUMAN,7.623908111,6.520696147,7.029918797,6.487883015,7.376171894
AN34B_HUMAN,-0.340850857,-0.340850857,-0.054882178,1.97347036,-0.135742351
NUD12_HUMAN,3.459538522,-0.149017584,4.927703487,4.455912392,5.957077631
GPBP1_HUMAN,6.479624937,6.990896828,8.172272635,6.904672622,7.901235805
MSH3_HUMAN,5.626652003,6.613744978,6.193756232,5.664942317,5.849917958
IL7RA_HUMAN,-0.142594238,-0.340850857,-0.340850857,2.867035812,-0.340850857
COX7C_HUMAN,9.243845325,9.281828512,8.422683359,9.467137202,9.665975863
CCNO_HUMAN,1.638811557,1.964302757,2.902246387,1.226328198,3.12053057
PRLR_HUMAN,-0.340850857,-0.340850857,2.142382206,0.666135579,-0.340850857
KCC4_HUMAN,-0.12854251,-0.149017584,0.551232844,2.72075947,4.641025766
SEPP1_HUMAN,3.74382917,0.036458863,0.852790898,0.611208035,0.321463234
NDUS4_HUMAN,6.69163396,6.805878738,7.204465731,6.171293303,6.784770004
STAR4_HUMAN,3.455917369,1.668735976,5.014651136,3.01166471,5.835934498
NEC1_HUMAN,1.63355235,-0.340850857,-0.340850857,-0.340850857,-0.340850857
F172A_HUMAN,5.669459928,6.533201109,6.431522213,6.962615492,6.019904363
CMYA5_HUMAN,0.111204947,0.036458863,1.355120738,1.68532504,3.074399019
PLPP1_HUMAN,4.210658799,4.089480996,5.09406074,4.073854033,4.989525074
ATG12_HUMAN,5.851867821,6.302259022,7.168608406,6.357127733,6.85307327
AGRV1_HUMAN,1.993154836,-0.155374411,1.147600057,1.101087865,1.195711941
PJA2_HUMAN,6.249761094,6.934479741,7.704501431,7.001459087,7.628859508
FCHO2_HUMAN,3.404571796,4.384911739,4.192575357,4.208571711,5.07982797
APC_HUMAN,5.456406102,5.667451985,7.84393,6.470859437,6.889326625
GRM2B_HUMAN,1.454504853,3.133249351,2.986464673,2.318559748,4.976637923
TRI23_HUMAN,4.348814118,5.117494098,5.914577974,5.328380133,4.552607913
EGFLA_HUMAN,-0.340850857,-0.340850857,2.951631204,-0.129999964,-0.340850857
DTWD2_HUMAN,2.143400076,2.257251708,2.843105017,3.2038645,3.596042938
KLHL3_HUMAN,0.970528132,-0.340850857,1.182487864,1.077072809,2.554117178
E41LA_HUMAN,5.432492364,-0.150746835,4.676345311,1.192940787,4.869108138
RAD50_HUMAN,3.013238517,3.42816406,3.93431592,3.322206522,3.061887618
AP3S1_HUMAN,5.866833172,6.371520728,6.097784857,5.973593406,6.964004252
ARRD3_HUMAN,4.772795068,7.023847668,5.61122231,6.596720422,4.219178951
S2546_HUMAN,4.619146673,5.214430567,5.588982934,5.002208778,6.324044206
LMNB1_HUMAN,6.899908528,7.913534843,7.615192636,7.842015671,7.749396946
NREP_HUMAN,2.9767393,1.439171762,2.947177363,3.77672499,3.386380304
BGH3_HUMAN,8.258933603,7.944213311,4.965321226,2.562201612,7.266154048
BHMT2_HUMAN,-0.340850857,-0.340850857,-0.340850857,-0.340850857,-0.340850857
EDIL3_HUMAN,1.497765601,3.041793931,6.991537457,4.643921486,-0.340850857
PHAX_HUMAN,6.119899191,6.890170522,7.738690692,7.351202042,7.043895405
RIOK2_HUMAN,4.42321712,4.576211661,5.414385851,5.10308967,4.912992412
IRX1_HUMAN,-0.002622141,-0.340850857,5.354340954,-0.340850857,-0.340850857
LARGN_HUMAN,-0.340850857,-0.150746835,2.281982652,1.081045713,0.426111345
CADH6_HUMAN,-0.340850857,-0.340850857,-0.189046399,-0.115236367,1.536422423
HOME1_HUMAN,4.232356409,4.003247191,3.288066586,5.865645385,6.493727101
FSTL4_HUMAN,3.714167577,-0.021855587,-0.340850857,-0.340850857,-0.340850857
NNTM_HUMAN,5.568569254,3.454465727,6.289370286,-0.124300497,5.592606817
HMCS1_HUMAN,7.514712085,5.799536112,5.828072639,5.979916281,9.662387427
MAP1B_HUMAN,7.428141825,9.275681034,9.105080954,5.995692116,4.556322112
CCL28_HUMAN,0.552549172,-0.340850857,2.277128995,-0.340850857,3.869514442
ANR55_HUMAN,0.069714109,-0.340850857,-0.340850857,1.071790211,-0.340850857
SMN_HUMAN,1.633302657,2.34636201,-0.031378864,-0.115236367,1.370664323
MARH3_HUMAN,0.685722403,0.603206069,2.032327723,1.06748488,2.161491091
BASP1_HUMAN,10.48222912,8.804036581,5.63823964,8.684139106,0.079179578
TM171_HUMAN,-0.340850857,2.278407247,-0.019248392,0.101313993,2.797111017
PGTB1_HUMAN,4.592938043,5.046795123,4.598091566,4.906407333,5.886661122
SMAD5_HUMAN,7.474275925,7.985035495,8.483862585,8.165056836,8.066123488
ZCH10_HUMAN,5.573484608,5.603349566,7.386751289,6.124589543,6.555442172
FEM1C_HUMAN,2.83400013,3.618376913,4.078981416,3.576123605,5.455016298
WDR70_HUMAN,4.521227072,5.119051518,5.052031166,6.198555879,5.218996712
PAIP1_HUMAN,5.914164744,5.078981315,5.513549315,5.390818501,5.206435304
SNX24_HUMAN,4.821503051,5.755931789,7.402021759,5.344534951,5.505596533
RFESD_HUMAN,1.79072402,1.763921874,2.068690905,2.037639811,1.525946467
SO4C1_HUMAN,0.214320456,-0.340850857,-0.183183322,0.838970094,2.49148814
SIA8D_HUMAN,2.917125134,3.4720548,-0.183183322,1.367782666,-0.125928928
TMED7_HUMAN,5.512709293,5.768108175,6.17205906,5.009525085,6.480380962
ERAP2_HUMAN,1.206356258,1.732198383,5.129223598,1.42732595,6.290429597
SNX2_HUMAN,5.210168638,5.923908977,6.409672582,5.834137214,6.868560502
ST32A_HUMAN,-0.340850857,-0.340850857,-0.340850857,-0.340850857,3.993842109
RHBT3_HUMAN,5.371873585,6.88091807,9.26421662,6.640016616,6.861754132
CTNA1_HUMAN,7.469610419,7.756886534,8.215107598,7.249928869,8.619503328
RBM27_HUMAN,5.541862122,6.283286766,6.720035091,6.714196207,6.264159234
SNX18_HUMAN,4.981626736,6.20684535,6.082163925,5.365746972,5.555591122
THG1_HUMAN,5.225805662,6.017563709,6.239280661,4.851310289,5.312180091
PELO_HUMAN,4.313039852,4.339668246,4.434822024,3.942058084,4.729125032
PANK3_HUMAN,6.108529572,6.164570248,7.957417969,6.199633019,7.069025304
LHPL2_HUMAN,6.068229375,6.053401276,6.275992564,4.856968124,6.958062128
STK10_HUMAN,2.165652822,3.19389213,2.932005484,3.484058029,3.604876199
PHS2_HUMAN,3.767295597,4.002160425,4.317402635,3.613934999,4.359469195
MTMRC_HUMAN,5.932432971,4.555317259,5.197467043,5.07599954,4.874102526
DPYL3_HUMAN,0.216491901,8.48470389,-0.340850857,6.347585337,6.065468547
LSM11_HUMAN,2.892425507,3.719993512,5.514172173,3.254463588,3.60289754
AFF4_HUMAN,5.999647058,6.832797507,8.335319782,6.897551404,7.422151017
AF1L1_HUMAN,1.755511487,2.881493743,1.783496285,3.157495096,3.0070961
YIPF5_HUMAN,5.082562654,5.950796005,6.518973192,5.808705807,6.510880464
CC112_HUMAN,4.44529468,5.199566695,5.521754006,5.439800491,6.086960867
FCSD1_HUMAN,2.293455926,2.837570017,3.95359045,3.771399246,4.575636155
PPIC_HUMAN,6.007748835,2.211142382,6.054621584,5.967899467,6.62168317
TTC33_HUMAN,5.078341479,4.527640802,4.236202396,5.577384592,4.394681181
LCAP_HUMAN,5.311197018,6.446739503,6.735901773,6.158025686,7.246249226
BTNL9_HUMAN,2.384858655,-0.149017584,-0.340850857,3.200307918,1.914221324
PRGC2_HUMAN,2.0297805,2.973787947,2.178046127,3.697078032,3.804659411
NFIP1_HUMAN,7.168344161,6.979997537,7.608206654,6.749684319,7.516886931
S12A2_HUMAN,8.640171825,6.948153086,6.374964769,6.810529396,10.09044502
UBTD2_HUMAN,4.847633618,5.924570229,7.137935897,5.323881843,5.733717305
GNPI1_HUMAN,6.737235236,7.611836912,9.024075766,7.496866247,7.941708829
MAML1_HUMAN,5.67592482,5.559965425,6.561027356,5.499685241,5.887973922
SP30L_HUMAN,5.026254481,5.225819218,6.66663547,5.086493293,5.373090491
NRG2_HUMAN,0.200268728,-0.021855587,0.488337596,3.250430865,0.796251244
SYRC_HUMAN,7.78731782,7.943532056,7.932488766,8.820366438,8.665962303
ZBED8_HUMAN,2.041691595,2.209128231,2.394871157,2.526073483,1.618231506
KI20A_HUMAN,5.355160674,6.334516371,5.222741703,6.184235242,5.491839176
F174A_HUMAN,3.653280553,3.286715028,3.592674994,3.441916827,3.703172224
COMDA_HUMAN,5.758401682,5.455821147,4.671314773,4.633568027,5.757845542
TFIP8_HUMAN,5.131233395,6.43205189,5.596080414,6.009308378,5.541339551
DYR_HUMAN,4.989774477,6.64459714,6.026665312,6.8539179,6.48102287
SH3R2_HUMAN,2.13304731,2.842902255,-0.340850857,2.275075005,4.321105892
SPD2B_HUMAN,3.910975301,3.953702427,4.053664486,4.21129105,4.395332678
KCD16_HUMAN,0.058767287,-0.149017584,-0.025111469,-0.124300497,0.067861853
FBLL1_HUMAN,-0.340850857,-0.150746835,-0.189046399,-0.340850857,2.052947942
PTTG1_HUMAN,7.768166017,8.619755814,7.529149124,8.220282571,8.063829367
ERF1_HUMAN,6.527672973,6.76793068,8.20893597,7.772276599,7.475628092
RHG26_HUMAN,6.319016194,6.386654823,7.098837889,4.125726241,7.369525087
PL8L1_HUMAN,-0.142594238,0.254816209,0.102785356,-0.340850857,0.913032648
DELE1_HUMAN,5.802228467,6.619660965,6.904179396,6.635894974,6.765481555
ELL2_HUMAN,5.414135546,4.78474002,6.482632586,5.575837516,5.542757221
GFPT2_HUMAN,3.51221925,4.888525933,3.439463468,0.989311341,-0.340850857
FGF1_HUMAN,-0.340850857,-0.150746835,-0.340850857,-0.340850857,-0.340850857
GRPE2_HUMAN,3.233634078,4.257040904,5.53802531,4.604775029,4.733635902
MSX2_HUMAN,4.30156937,2.581730667,-0.340850857,3.26285083,3.7486142
BOD1_HUMAN,5.092745726,6.031901045,7.25721114,5.858944932,6.36482973
SLU7_HUMAN,5.869357203,7.36346576,7.90200909,7.507521308,7.578928812
ARAP3_HUMAN,1.32051011,2.513523958,4.718305867,3.658091062,3.785230052
RBP17_HUMAN,2.91565192,2.488093779,4.19097256,3.12731942,4.219195379
GCR_HUMAN,7.703803237,8.847890351,7.973491101,6.971341093,6.845402178
LIFR_HUMAN,5.911947067,4.550782312,5.784964804,6.265937704,3.860994325
RASA1_HUMAN,5.181603195,5.635038863,5.552164788,5.69924223,7.762417142
RM22_HUMAN,5.282750021,5.454730595,6.766482333,5.437631588,5.84597492
AL7A1_HUMAN,5.923547973,6.599505521,6.065699179,5.720213726,6.265248337
NKX25_HUMAN,1.76070243,-0.340850857,-0.189046399,2.533563058,-0.340850857
ADA1B_HUMAN,2.085046132,2.679322318,-0.340850857,2.502295151,2.03378851
PE2R4_HUMAN,1.430278191,2.763350568,1.937066702,5.21046796,4.935970903
ARH37_HUMAN,2.136795699,0.468275277,2.526330258,-0.129999964,3.17427142
NEUL_HUMAN,6.566928404,7.486778419,5.645915241,6.629137861,6.536594082
SYNPO_HUMAN,4.696830266,2.985326532,3.061822916,3.435775064,1.460741079
SIL1_HUMAN,3.969051848,3.5088288,4.970038509,3.01120881,5.05134206
CNOT6_HUMAN,7.333740452,7.250044401,7.545338268,6.75613266,7.121613558
GBRP_HUMAN,-0.139489332,-0.340850857,-0.340850857,0.037721264,9.429546828
RNF14_HUMAN,5.209595423,5.022382525,5.747257776,5.487696474,4.84304972
NEU1B_HUMAN,3.031752299,4.77461283,4.781765335,5.154957271,0.909418797
ZFY16_HUMAN,5.822509144,6.471024518,7.164747702,6.776893166,6.475441936
MGT4B_HUMAN,8.229856331,8.061754616,8.637831677,7.486141815,9.652328564
SFXN1_HUMAN,6.931381557,6.229882934,6.746818538,6.412531774,6.465158432
KIF4B_HUMAN,-0.142594238,-0.012256657,1.816389836,0.312164886,0.320300948
SWAHA_HUMAN,0.214320456,-0.149017584,0.102785356,-0.129999964,1.518548807
SEPT8_HUMAN,5.320192137,6.051622941,7.300283372,5.021509712,6.048920199
CPEB4_HUMAN,6.344661288,4.685011847,6.463392586,4.137181349,5.528204556
NDST1_HUMAN,5.760399642,6.217567897,7.342781365,5.957622459,6.531361493
GOLI_HUMAN,2.918999936,2.228867682,2.634297275,2.671904124,0.508457865
SQSTM_HUMAN,8.380577664,9.558231648,8.753215666,7.0286162,9.238678072
PCYXL_HUMAN,1.684634717,3.229448837,4.201114322,3.353309123,4.825224669
TICN1_HUMAN,-0.340850857,3.548378839,-0.340850857,5.367729022,2.158809845
SYLC_HUMAN,7.023071433,7.720465115,8.796664085,7.732504881,8.036910408
C1QT2_HUMAN,-0.340850857,-0.340850857,2.858448709,-0.340850857,-0.340850857
RBM22_HUMAN,6.720488116,6.634585787,8.135657567,7.544981867,7.276259894
GLT10_HUMAN,5.75779018,6.656861845,5.478758256,5.062962535,5.679890093
PARP8_HUMAN,1.576391843,1.718261616,2.214837437,2.206620082,4.973989018
GRK6_HUMAN,3.993133122,3.351641693,4.352193568,4.782550969,4.426423514
PRR7_HUMAN,3.366155746,4.188559801,2.505904391,4.513788463,4.714768598
DDX41_HUMAN,3.771314071,3.545193873,3.576590233,3.633328192,3.492187204
TIGD6_HUMAN,1.514361052,2.172321457,2.250320974,1.918012186,2.255834883
HMGX3_HUMAN,4.251618694,4.485969657,5.116061634,4.727165864,4.664658177
PGFRB_HUMAN,-0.340850857,0.176971809,1.620826798,-0.124300497,-0.340850857
ERAP1_HUMAN,3.253960401,4.168312709,5.48599664,5.004070092,5.106281567
CC127_HUMAN,5.57358623,4.631580196,5.970533167,3.764465287,5.016346747
EXOC3_HUMAN,5.271892847,4.890657059,4.638452093,3.339972323,4.75273711
CEP72_HUMAN,3.263932536,2.355291495,4.4347155,2.675900215,3.228505611
TPPP_HUMAN,1.373804373,3.091435014,0.418442653,1.081045713,0.480792459
MATR3_HUMAN,1.168650669,1.394703526,1.704609234,1.8077135,2.109190306
PAIP2_HUMAN,5.426944941,6.289274438,6.755107874,6.148727474,5.874628001
S23A1_HUMAN,2.997305076,1.696798082,-0.340850857,-0.340850857,0.227191077
PROB1_HUMAN,-0.12854251,1.525147347,1.787538076,2.216659189,1.460741079
DJC18_HUMAN,1.867892148,3.557060609,4.400373017,3.519487698,3.074323094
MTX3_HUMAN,3.87413354,4.358121381,5.693124111,4.465726879,4.844368277
MEF2C_HUMAN,0.688306085,-0.149017584,-0.340850857,3.540241746,3.795781499
SLIT3_HUMAN,0.448523314,3.553234291,-0.340850857,4.404016511,-0.340850857
XRCC4_HUMAN,4.687533164,4.707428497,5.49575816,4.822967413,5.816814424
NDUS6_HUMAN,8.662347107,7.617058031,7.560500719,6.799155371,7.381083079
NMUR2_HUMAN,0.058767287,-0.340850857,-0.340850857,-0.115236367,2.874345551
ADA19_HUMAN,0.858954198,3.367616804,-0.340850857,0.455284686,0.687139712
FBX38_HUMAN,3.449530908,4.022135465,4.979205623,3.712507372,4.223964121
U2QL1_HUMAN,-0.340850857,-0.340850857,-0.176915927,2.165181369,-0.340850857
NSUN2_HUMAN,7.029522766,6.426918063,5.837629027,6.856685114,6.724413144
S5A1_HUMAN,4.806442313,3.463324184,3.77741933,4.308099141,4.49433744
PAPD7_HUMAN,4.65262227,4.274283549,4.412427124,3.627935813,4.55326081
SIM15_HUMAN,5.869422844,6.293290758,7.055470456,6.578204087,6.945291076
HINT1_HUMAN,9.054485079,9.771825629,9.997283692,9.262934539,9.111067286
LYRM7_HUMAN,5.57761803,6.217847309,6.409008186,6.304773953,6.746608627
S3TC2_HUMAN,0.209686206,0.419559758,-0.340850857,0.086550396,5.058531799
SNCAP_HUMAN,-0.340850857,-0.155374411,-0.340850857,-0.129999964,-0.340850857
ANKH1_HUMAN,2.53179039,3.51508731,4.448809029,3.327267747,3.670222705
NDUA2_HUMAN,7.492438872,7.501347565,7.876017234,7.325803488,7.416863394
DND1_HUMAN,0.200134646,-0.014861464,0.85312587,-0.115236367,0.624582139
SYHM_HUMAN,3.887411341,5.065836194,4.909425539,5.227059416,4.869261959
ZMAT2_HUMAN,7.471597673,8.277785736,8.541813286,8.493417366,8.482786307
PCDA4_HUMAN,0.552549172,0.034729611,-0.340850857,-0.340850857,1.174832737
PCDA5_HUMAN,1.308556389,0.420088644,-0.340850857,-0.340850857,0.536385163
PCDAA_HUMAN,-0.340850857,-0.012256657,-0.340850857,-0.124300497,1.10201042
PCDAB_HUMAN,0.069714109,-0.340850857,-0.340850857,1.168263499,-0.135742351
PCDAC_HUMAN,3.340079782,0.363323812,-0.019248392,1.531350508,1.461094399
PCDAD_HUMAN,-0.002622141,-0.340850857,-0.176915927,1.005965744,1.031024656
TLX3_HUMAN,-0.340850857,-0.340850857,-0.340850857,-0.340850857,1.321586075
HARS1_HUMAN,3.777250183,4.351384103,4.597184583,4.83705764,4.596781784
PURA_HUMAN,6.028496275,6.82843923,7.553933076,6.653242283,7.095238731
IGIP_HUMAN,2.49695607,3.289325243,3.551407837,2.563414585,3.512820401
CYTM1_HUMAN,5.915526678,5.101343743,6.789610806,4.557104069,7.63823196
PFD1_HUMAN,5.692731416,6.307759469,7.111742701,6.032999771,6.665888463
SRP19_HUMAN,4.63003104,4.830969091,6.186398236,4.507628466,5.51244913
REEP5_HUMAN,7.317093346,7.271689778,7.801441112,7.199833955,8.35832457
MBLC2_HUMAN,3.570263486,4.451540898,3.863587455,4.151315771,4.780962451
RPC7_HUMAN,4.438820126,5.097247369,3.906265179,6.105181044,5.047900019
LYSM3_HUMAN,4.296214451,3.955245045,5.61892153,4.39649842,4.831881459
CE120_HUMAN,5.18016476,5.780576428,6.865972589,5.425303686,5.763029259
FXDC2_HUMAN,-0.142594238,0.036458863,2.301488386,-0.340850857,-0.340850857
GEMI5_HUMAN,4.693857762,5.441680243,5.680292798,5.962979322,5.252090825
SPY4_HUMAN,1.094515728,1.86818769,1.76060684,4.334551177,2.198684882
ZFP62_HUMAN,6.010011678,5.669626228,6.896126958,5.841656522,6.10635661
MGAT1_HUMAN,4.951294367,4.230031935,5.404027883,5.026265549,4.970553261
CETN3_HUMAN,7.845257632,8.712040808,8.491115892,8.525827433,8.156590356
EPN4_HUMAN,6.952002368,7.416114481,7.982600351,7.847218921,9.352082673
IPO11_HUMAN,4.435273522,4.49694943,4.911670927,5.429073915,4.91011599
TMCO6_HUMAN,1.021872877,1.675487915,0.923530544,1.706905234,1.760685553
BRD8_HUMAN,5.549709793,6.990071285,7.130161575,7.521639965,6.717439788
KIBRA_HUMAN,7.537236465,6.618984304,5.518136135,6.140967267,7.866543274
RPGF6_HUMAN,2.588886361,2.924056781,3.579176301,3.395997671,3.148725143
SEM6A_HUMAN,-0.142594238,-0.340850857,-0.340850857,1.078455812,4.414482888
TRI36_HUMAN,-0.139489332,-0.149017584,1.738363249,1.278747205,1.373487125
ABLM3_HUMAN,0.307021873,2.980926393,1.600832841,0.381411122,4.810020555
DCTN4_HUMAN,5.149857995,5.947566572,6.329685619,5.727982533,5.966030057
T161B_HUMAN,5.403564827,5.700146991,6.294852442,5.902585622,6.196130008
MIER3_HUMAN,4.396662988,4.45489176,6.231041901,4.862458085,4.528768024
PCDC1_HUMAN,1.087356044,-0.340850857,-0.340850857,2.635021771,0.804338993
SYTC_HUMAN,8.743621147,7.781990846,8.805046695,8.339407628,8.673269513
ICAL_HUMAN,8.84345404,8.690938769,9.004799485,8.047434881,9.495280617
GRP75_HUMAN,8.393394976,7.797544861,9.253836126,8.650099062,8.699882452
FOXD1_HUMAN,3.236217366,5.15084666,5.558132605,5.818789897,2.684571628
ANRA2_HUMAN,4.218298083,4.913139872,5.081051817,3.926153503,4.878321958
UTP15_HUMAN,4.987102195,4.927533197,6.064997427,6.18797346,5.876438188
SAR1B_HUMAN,6.59923953,6.180281546,7.735336199,6.35285075,7.177103166
SC24A_HUMAN,4.862944742,4.192084983,5.47594843,4.470059647,5.62656272
CAMLG_HUMAN,6.191086012,7.491595318,8.273770205,6.901172163,7.172118891
DDX46_HUMAN,7.349994641,7.758546023,7.745417266,8.640295638,7.774085775
CE024_HUMAN,7.001158895,7.134200506,7.509610742,6.887593811,7.206424208
TXD15_HUMAN,5.036930279,5.014370846,6.462293515,4.942457188,4.910557614
SPRC_HUMAN,-0.142594238,0.360081708,5.864629585,0.024474712,-0.340850857
ATOX1_HUMAN,4.864436774,5.165673759,4.946830873,5.747862574,5.605793428
C1QT3_HUMAN,0.720634832,0.176971809,0.297391293,0.394657674,0.767909702
GRIN1_HUMAN,1.619302635,1.940817541,1.789951686,2.593986608,1.678337481
TSN17_HUMAN,4.647169908,4.65494766,4.405682664,4.047251725,4.684365166
SRFB1_HUMAN,4.801205659,5.299504176,6.906478974,5.9786743,6.296418668
LYOX_HUMAN,-0.340850857,1.854447472,3.943855754,1.567463521,1.759245074
NPM_HUMAN,10.15590653,11.28469261,10.89313887,11.05112093,11.01668817
NDUF2_HUMAN,5.176398884,6.08419592,7.382940065,6.176048672,6.29145521
LMBD2_HUMAN,6.035818405,4.947432381,6.700316953,6.027629955,6.917186598
NAKD2_HUMAN,5.317558718,4.818858351,4.399703295,5.773378798,4.46209449
SKP2_HUMAN,5.256985539,4.053444132,5.929295616,5.859974026,4.51109677
G3BP1_HUMAN,8.267520749,8.53966187,8.877666517,8.344100664,8.852936999
IRX2_HUMAN,3.841230765,3.745873009,8.772338034,3.852013973,-0.340850857
ADRB2_HUMAN,0.216491901,4.075545518,2.001450513,0.820376423,5.090482913
SHRM1_HUMAN,3.421537673,4.064781379,4.990026308,4.1014744,4.575521512
KIF3A_HUMAN,5.436895486,6.655337053,7.013883311,7.266514784,6.248813965
CNOT8_HUMAN,4.32662091,4.827787318,5.09491522,4.845861341,5.228547136
C42S2_HUMAN,6.432257957,6.55611695,6.284290787,5.887761599,6.926170717
ISK1_HUMAN,0.200268728,-0.340850857,-0.340850857,-0.340850857,5.228316927
MK09_HUMAN,4.922425586,4.832775157,5.380777631,4.38798017,4.633110518
TBC9B_HUMAN,4.696166058,4.716466246,5.229861243,4.971125894,5.015128874
TM267_HUMAN,5.592792638,4.355106639,4.259285465,4.959795662,5.356356482
PCDH1_HUMAN,0.668547706,-0.340850857,1.388620092,2.942064194,7.384404982
