Genes,GLC01,A549,BEAS,NCI-H23,CALU-3
FYB1_HUMAN,6.32873355,0.600356809,-0.025111469,0.816429533,6.349675657
MOC2B_HUMAN,4.927119302,5.430321735,5.370667086,4.676652188,6.047725588
PDLI4_HUMAN,-0.340850857,-0.150746835,4.424454235,1.685192069,3.161900901
S22A4_HUMAN,0.214320456,0.690239989,1.296072614,0.024474712,0.788824258
CE022_HUMAN,5.688023893,5.180581127,5.474991864,5.94868392,4.994958939
P4HA2_HUMAN,5.174492246,5.434538765,7.051257187,4.331900528,5.787349596
RNC_HUMAN,6.851798852,6.275358971,6.096843324,6.806886508,6.090173467
NIPA4_HUMAN,-0.142594238,1.538564956,-0.340850857,-0.340850857,1.448539209
HMDH_HUMAN,5.326557773,5.548537478,6.384948466,5.131376126,7.938060847
RUFY1_HUMAN,5.587555102,5.804201092,5.998376064,5.602536945,5.708836263
CALX_HUMAN,9.964530741,9.359427807,10.15225515,9.432861331,10.33342185
ARSI_HUMAN,-0.12854251,0.495978425,0.4637193,2.081227845,-0.340850857
TCOF_HUMAN,4.900486459,5.602833843,6.630573133,7.022263354,6.232199694
RS14_HUMAN,10.35073121,10.81114909,8.758318286,10.4564243,10.79676277
EAA1_HUMAN,-0.142594238,-0.340850857,0.854334917,2.520273954,3.78323355
CDC23_HUMAN,5.398832522,5.209659764,6.912358228,5.764815288,5.492578369
MPIP3_HUMAN,3.616417981,4.413641683,4.706901842,3.617744563,3.862936836
FA53C_HUMAN,4.8014413,5.608614966,6.994910026,6.451241404,6.198229823
KDM3B_HUMAN,5.158419434,5.906374705,6.121954073,5.875673008,5.862376053
EGR1_HUMAN,4.273609749,3.84028403,7.275279209,8.534465006,6.608034128
CPLN1_HUMAN,6.523319955,5.624826089,7.124702412,6.642452561,5.078194409
FBW1B_HUMAN,4.976331681,5.68674267,6.32433515,6.059403083,5.692626382
F1142_HUMAN,4.614230499,4.98822941,5.795028371,5.392893034,5.119732117
MFAP3_HUMAN,4.608719408,4.588948159,6.00428485,4.70136672,5.453186779
IRF1_HUMAN,3.41195362,5.32970538,4.72441958,5.518448151,5.545344691
S35U4_HUMAN,3.547204699,3.469538658,4.129372039,3.872895091,3.397028392
SGCD_HUMAN,2.081161567,-0.150746835,-0.340850857,-0.340850857,-0.340850857
DIM1_HUMAN,4.766469836,5.097066304,5.491186039,5.696036774,5.487220577
EFNA5_HUMAN,4.808915083,6.127507159,5.97094428,5.512749964,7.145633907
PRRC1_HUMAN,6.351701323,6.575686925,7.948934999,6.838827583,7.466711838
CDK7_HUMAN,3.71599255,3.991234232,3.211223513,4.298476403,4.27559307
CC125_HUMAN,3.693891343,4.177484307,4.546401819,5.017415113,5.120915195
KAD6_HUMAN,5.142976083,5.645087644,6.38185003,5.95721413,5.69334976
RAD17_HUMAN,5.032944469,5.989223388,7.117516212,6.083823908,5.606903374
MALD2_HUMAN,4.87985759,3.108000647,4.957187376,3.558558231,6.988155714
T2H2L_HUMAN,1.24367346,1.588307989,2.281819419,2.451775848,1.232226813
OCLN_HUMAN,1.087185711,1.355155352,2.905141531,2.474424628,4.043429617
ISOC1_HUMAN,4.896282044,5.062216626,5.417138686,5.652797477,5.8775631
ZN622_HUMAN,3.938172813,3.266311633,3.917943558,2.828320102,3.723429207
ENC1_HUMAN,2.933483449,5.659071055,1.515066551,6.169628299,5.681802666
SMIM3_HUMAN,2.355041938,2.385532548,4.730294029,4.546682043,3.582925564
MA2A1_HUMAN,6.236789156,6.253046134,7.119457229,5.861144496,7.55899587
STC2_HUMAN,6.566651921,7.890971772,9.942636146,6.284449544,7.063809084
AX2R_HUMAN,1.298086504,2.925924548,0.37313022,0.024474712,2.602552695
APBB3_HUMAN,1.625508555,2.264363802,2.028043094,2.252739467,1.07671533
RS23_HUMAN,8.431716098,9.276543031,9.094918088,8.850962866,8.936621992
DCP2_HUMAN,4.874998047,5.345585571,6.930251977,5.727851389,5.888014388
ZN608_HUMAN,0.058767287,1.202463939,5.148557001,3.995231713,3.579075083
TTC1_HUMAN,5.408224441,6.312202032,7.394230685,6.663262635,6.696576251
PLK2_HUMAN,5.145728491,7.305233385,4.165274639,6.172309276,6.508910857
GIN1_HUMAN,3.178009146,3.321215377,4.394375507,2.537177527,3.862854714
CERT_HUMAN,6.094716099,6.656107685,7.477271189,5.744845083,7.588001426
POLK_HUMAN,4.892083188,6.346554975,7.181071849,5.6120533,6.579233711
AKD1B_HUMAN,-0.340850857,-0.340850857,0.251096472,-0.340850857,0.85465904
DYH5_HUMAN,1.360501371,3.465814838,0.254589814,2.177727443,4.980222947
ERCC8_HUMAN,3.718625947,4.334969198,5.037607202,4.770104754,4.690727628
DHB4_HUMAN,5.885623959,6.133565676,6.111598016,6.154040493,7.003095073
RETR1_HUMAN,5.49657571,1.764851043,2.182570591,2.711152247,4.17850094
TNPO1_HUMAN,8.870430197,8.923159659,9.493617513,9.110942089,8.577780189
SRA1_HUMAN,3.829358234,3.764360991,4.779002671,4.38592012,3.654033782
JADE2_HUMAN,3.871804959,4.427605705,4.729397423,3.999564553,4.696125433
WDR55_HUMAN,4.126347082,4.451150736,5.368832959,5.389433497,5.618624789
TCRG1_HUMAN,7.64712535,8.256251304,8.56070919,8.534105956,8.385524605
PCDG1_HUMAN,0.557825522,0.17321979,0.260775118,0.727357846,0.005350317
PCDG2_HUMAN,0.002012109,0.272638165,-0.189046399,-0.115236367,-0.340850857
PCDG3_HUMAN,-0.340850857,-0.340850857,-0.183183322,-0.340850857,-0.340850857
PCDG4_HUMAN,-0.340850857,-0.149017584,-0.340850857,-0.340850857,-0.340850857
PCDGE_HUMAN,-0.340850857,0.094099251,-0.176915927,-0.340850857,-0.135742351
PCDG5_HUMAN,-0.340850857,-0.340850857,0.083828512,0.016085553,-0.137246653
PCDG6_HUMAN,-0.142594238,0.464471438,1.268801572,1.459148315,0.850429837
PCDG7_HUMAN,-0.340850857,0.169977686,-0.183183322,0.095614526,0.483535508
PCDG8_HUMAN,-0.142594238,-0.149017584,0.087161542,0.613897726,-0.125928928
PCDGA_HUMAN,-0.340850857,1.646343272,1.777264845,2.165181369,2.505242827
PCDGJ_HUMAN,-0.340850857,0.362448255,1.446872916,0.458250404,2.719557846
PCDGC_HUMAN,-0.340850857,0.442908053,0.975466371,0.241700043,1.049852626
HDAC3_HUMAN,5.168315501,5.794198508,6.335469912,6.382454049,6.262071821
RELL2_HUMAN,-0.139489332,0.226562885,2.366144233,-0.115236367,1.428434119
AMD_HUMAN,3.388568969,4.793514035,5.177806855,4.636652306,5.588657565
ZN131_HUMAN,6.120314418,5.825770039,7.022232984,7.275385476,6.048368073
YD286_HUMAN,2.463460212,2.796534147,4.195207083,2.729675117,3.387241988
ARG28_HUMAN,4.054805484,5.148251488,6.356460978,3.371167029,6.472712889
DMXL1_HUMAN,4.576711133,5.37260864,5.749033224,5.567224237,5.563373897
ZN300_HUMAN,2.077784983,2.303640637,4.83394016,3.665236162,3.148966805
PRLD2_HUMAN,2.976311461,4.615526257,3.496794304,3.550875355,5.274698682
GLD2_HUMAN,3.209337972,3.455416956,3.69628921,3.523756252,4.112238342
MCCB_HUMAN,5.543693683,5.669024641,4.895090548,5.406245114,6.752323287
TRIM7_HUMAN,3.629160943,3.953915216,3.223917414,2.858665274,2.057494553
TRI41_HUMAN,5.180719844,4.865847855,4.866427409,4.766057026,4.367394381
RACK1_HUMAN,9.190454247,9.704526984,8.564375247,8.823905232,9.730280744
TRI52_HUMAN,3.629932975,3.518494639,3.080533621,3.087884109,3.823256814
PDCD6_HUMAN,3.689316002,3.157476277,1.488188479,0.838970094,1.676196245
FGFR4_HUMAN,1.849406618,0.495967079,-0.025111469,1.975571765,4.663115912
RAB24_HUMAN,2.080251775,1.888507263,2.508877518,1.633198078,1.658516013
PRLD1_HUMAN,6.749715925,5.993110994,6.55666836,7.287081746,6.280121253
RGS14_HUMAN,2.083009933,1.375789506,2.1992284,3.084245849,3.076637472
BRD9_HUMAN,6.023578266,5.793429486,6.149103045,5.086166427,5.452285356
PCH2_HUMAN,6.04509516,5.151163486,5.553012839,4.800589783,4.587454878
NKD2_HUMAN,2.226092088,2.85059574,-0.189046399,1.105269611,0.022082572
S12A7_HUMAN,4.046918103,3.469290663,4.850116305,2.222462585,5.453190106
QCR8_HUMAN,8.589701931,8.339580647,9.061450282,8.397560295,8.916201526
LEAP2_HUMAN,0.94479867,0.304133805,1.553366967,1.077072809,1.029654834
NSD1_HUMAN,6.994786753,6.595154237,7.898701235,7.277213042,6.883288303
MRNIP_HUMAN,3.79225175,4.205128344,6.023369833,4.280403082,4.433276832
FXL17_HUMAN,5.391259861,5.529026782,5.112422765,5.386293887,5.58667208
ARL15_HUMAN,3.013277104,3.346528699,2.757968168,2.169907589,3.670989989
DHX29_HUMAN,6.367319154,6.854883796,7.062771342,7.28935927,6.620167165
RIMC1_HUMAN,4.673283363,4.121467495,5.379569706,4.557696087,4.384520181
REEP2_HUMAN,0.660831661,-0.340850857,2.399144985,0.024474712,0.007585212
CLK4_HUMAN,3.844516588,4.362145484,5.733085803,4.160495536,4.268525659
SDHA_HUMAN,6.507851604,5.613644959,6.703778646,4.727329262,5.577169762
PDE4D_HUMAN,8.27883238,8.102611735,5.68254026,5.181068702,3.306599867
CCNJL_HUMAN,3.002125105,3.996227191,3.791029673,0.723102116,3.441883018
HSP74_HUMAN,7.274407841,7.705490448,8.294357547,8.588263156,8.656224696
BDP1_HUMAN,6.856309816,7.727550626,8.65415435,8.371444613,8.050507531
FER_HUMAN,5.152986058,5.710319262,7.549259668,6.232228158,6.242700501
AMPQ_HUMAN,-0.340850857,0.306738613,0.773482037,-0.340850857,0.210458823
DIAP1_HUMAN,6.394173563,6.335716072,7.157446566,7.234800875,7.758506212
FNIP1_HUMAN,5.354141735,6.463985655,8.308122734,5.885312131,7.291084998
BTF3_HUMAN,8.148687309,8.804933691,8.2593408,8.496385238,9.000677254
MAST4_HUMAN,6.199161191,3.194095391,2.210199793,2.447756321,4.248144127
DREB_HUMAN,4.995682843,5.214965824,5.163099126,5.406106005,5.787765569
PCDGI_HUMAN,-0.340850857,1.788021161,0.678459662,0.793826996,2.71159446
MCTP1_HUMAN,1.487189005,4.918809725,3.595390196,4.861219728,3.767596392
PKH4B_HUMAN,0.069714109,0.034729611,-0.340850857,1.517038055,0.330114371
S26A2_HUMAN,7.249274458,7.205425752,7.100102937,7.442501282,6.842494095
OCTN2_HUMAN,5.028691469,3.367261004,5.492338007,2.666285943,4.526427522
ZDH11_HUMAN,2.493512178,1.965608722,0.833348043,0.965178727,2.662257663
PCDB2_HUMAN,1.647381278,2.725174427,1.092510004,0.458250404,1.121100682
PCDB5_HUMAN,-0.340850857,2.617034111,0.810076779,-0.129999964,-0.340850857
PCDB6_HUMAN,0.832500195,1.588018599,-0.340850857,-0.340850857,-0.340850857
PCDB7_HUMAN,-0.340850857,-0.340850857,-0.340850857,-0.340850857,-0.135742351
PCDBG_HUMAN,0.072819015,0.16825596,-0.340850857,1.911617559,-0.137246653
PCDB9_HUMAN,0.002012109,0.036458863,-0.189046399,-0.124300497,1.572298903
PCDBA_HUMAN,0.002012109,0.082534143,-0.176915927,0.254271624,0.686409119
PCDBD_HUMAN,-0.340850857,-0.021855587,-0.340850857,0.611208035,0.220272246
PCDBE_HUMAN,-0.340850857,0.496842635,0.659016808,0.727076013,2.561102084
TAF7_HUMAN,7.217027996,7.973507662,8.319574327,7.833251448,7.44024477
TAF9_HUMAN,5.992499188,6.784309997,7.725462765,7.230760616,6.985618852
RED_HUMAN,5.930976703,6.973844871,7.505662639,6.75164227,7.016774494
PAR3_HUMAN,0.271075634,2.475412565,-0.340850857,-0.340850857,-0.340850857
PAR1_HUMAN,2.892989522,6.013661245,3.736190953,4.939299253,4.52642438
PAR2_HUMAN,1.570870601,3.68564642,1.866697895,4.704570763,5.524344114
DUS1_HUMAN,7.323120821,4.610910893,6.554382759,3.037474915,3.395966776
RL26L_HUMAN,5.226435585,4.949698915,6.395870081,4.87981202,5.221492918
VA0E1_HUMAN,6.98710024,6.760003613,7.834015654,6.521345689,7.570794926
CRERF_HUMAN,4.135978769,6.121968743,6.400632483,4.829809954,5.835880099
SEC20_HUMAN,2.963309144,2.88266072,4.617543378,3.536301261,2.811575054
SR1IP_HUMAN,5.296020731,5.687003907,7.617083499,6.270891708,6.127664204
ERGI1_HUMAN,8.274946786,7.51751927,7.555823857,6.523476926,8.051431208
CWC27_HUMAN,5.976475574,7.214355493,8.766527357,7.647600508,7.707430568
RNF44_HUMAN,6.298247929,6.764005993,4.903564389,6.413657568,6.765345869
CDHR2_HUMAN,-0.340850857,-0.340850857,-0.340850857,-0.340850857,2.48820071
ATS6_HUMAN,-0.139489332,0.226562885,0.087161542,1.630620093,0.568708315
SPA24_HUMAN,0.340240825,1.153785691,1.529624598,1.101205423,1.026480091
NDK5_HUMAN,-0.340850857,-0.340850857,0.37313022,0.353594125,2.231060881
FA13B_HUMAN,4.162279087,3.889802393,5.540649991,5.121619367,5.054326665
RRF2M_HUMAN,4.086494399,4.644981921,5.238700698,4.535947699,5.160099969
NSA2_HUMAN,8.083291328,8.729922765,9.715631732,8.855218097,10.16347282
F169A_HUMAN,4.576436999,5.630225535,5.812928962,4.126356432,4.619441265
HG2A_HUMAN,-0.142594238,-0.150746835,-0.183183322,0.254271624,7.495559319
MAD3_HUMAN,2.063848579,2.965556457,2.193524471,1.655057906,1.820073618
LARP1_HUMAN,7.826521532,8.001300391,8.625260106,8.055951425,8.521927264
ISK6_HUMAN,3.602548752,-0.340850857,-0.340850857,-0.340850857,-0.340850857
MRCOL_HUMAN,1.270021471,-0.340850857,-0.340850857,-0.129999964,-0.340850857
ISK13_HUMAN,1.096862145,-0.149017584,-0.340850857,-0.340850857,-0.137246653
TSLP_HUMAN,-0.340850857,-0.340850857,1.389471885,0.095614526,-0.340850857
LMAN2_HUMAN,7.510672647,6.739099289,7.360127628,6.715513367,8.137291521
CCNG1_HUMAN,5.052009263,6.586398385,5.291710331,5.017420568,5.527520528
NUDC2_HUMAN,6.441271916,6.921838311,6.796707387,6.504420098,6.453982711
HMMR_HUMAN,6.240013086,7.144893785,7.295642828,7.289701084,7.589636772
SCAM1_HUMAN,6.586811883,7.422715861,7.032905324,6.517340221,7.670226664
HNRH1_HUMAN,9.492029907,9.137961155,10.41204689,9.502995,8.939626354
AP3B1_HUMAN,5.408165056,5.714327857,6.134238722,6.109881406,6.529857636
CD14_HUMAN,1.082826608,2.075034869,0.132556066,0.460940095,0.887697093
MAT2B_HUMAN,5.66663637,6.505663585,5.387973775,5.434516983,6.71463379
DAB2_HUMAN,6.611139274,5.143386608,4.569018146,5.127592225,4.194689088
FA12_HUMAN,3.613732916,2.900943969,0.351839558,3.894941444,3.947247703
SPDLY_HUMAN,6.577519278,6.567442311,7.831617334,7.533635602,6.417305932
INY2B_HUMAN,0.412577075,0.034729611,-0.176915927,0.101313993,-0.340850857
DOCK2_HUMAN,0.395347666,0.226562885,-0.176915927,0.460940095,-0.135742351
AAPK1_HUMAN,6.267702431,5.584621625,5.444043377,6.6647214,6.765620918
RL37_HUMAN,11.02494151,11.32336987,10.00531045,12.07538673,11.0591509
CARD6_HUMAN,3.808476581,2.232124971,1.593479928,0.037721264,4.229043955
M3K1_HUMAN,4.741417676,4.050246099,5.641766792,6.189892979,6.785809378
SETD9_HUMAN,2.301323519,0.363323812,3.114465585,2.690165583,2.597099987
CDKL3_HUMAN,0.871821865,1.005627893,1.843407689,0.254271624,1.256278363
UBE2B_HUMAN,6.769777378,6.793730657,8.658932995,7.032095116,7.84755154
C2AIL_HUMAN,2.285339161,2.998684924,3.50482005,3.038788048,3.291895329
COE1_HUMAN,1.144282265,1.537158727,1.488188479,1.191915932,-0.340850857
RN145_HUMAN,8.102018883,7.915765311,7.368748072,8.401658538,7.863627725
UBCP1_HUMAN,5.83888443,6.810071777,7.021184584,7.598631255,6.660910057
ZNT5_HUMAN,4.937792983,4.830268057,5.819193678,4.713652114,5.060541094
CCNB1_HUMAN,6.917767369,7.147483509,6.901549871,7.742834676,7.329888085
MED7_HUMAN,3.95955559,4.23728372,4.120754631,4.419440495,5.129276343
KC1G3_HUMAN,6.250382754,6.975204474,7.608200169,7.007490841,7.251445394
CO7_HUMAN,-0.340850857,-0.340850857,-0.340850857,-0.340850857,-0.340850857
THOC3_HUMAN,0.933976989,2.65953519,2.506159424,2.358304791,2.795429439
SIMC1_HUMAN,3.946312788,0.844910936,2.206817045,4.409862161,4.035255412
P33MX_HUMAN,7.103770395,6.924690604,7.753732362,7.158150061,6.626528406
ARL10_HUMAN,-0.12854251,0.176971809,5.808600572,4.588809608,2.947893046
NOP16_HUMAN,6.85280054,5.920144609,6.269562257,6.561553094,6.695695667
HIG2A_HUMAN,6.958101457,5.891934817,5.388789368,5.84788668,5.393755024
CLCB_HUMAN,5.327474502,4.427786568,6.09531617,4.846982614,5.517002335
FAF2_HUMAN,6.171606564,5.683793823,6.57838176,5.856739202,6.333285425
UNC5A_HUMAN,-0.340850857,-0.340850857,-0.340850857,-0.340850857,2.364103062
UIMC1_HUMAN,5.39742037,5.382433772,5.554242919,5.020016426,5.610722864
ZN346_HUMAN,3.756569045,4.084294969,6.107273511,4.490352026,4.672267098
TMED9_HUMAN,9.086790966,8.053753231,9.239238262,8.414062534,9.182033789
B4GT7_HUMAN,4.407245387,4.250986231,4.78531037,4.035169759,5.026155934
N4BP3_HUMAN,1.087356044,-0.340850857,2.391162785,1.955044125,1.773708593
RMD5B_HUMAN,3.893356125,2.717432609,4.55985726,3.476650798,3.970485101
ROAA_HUMAN,8.045367835,7.048874519,8.616715263,8.143939845,7.703692697
AT2L2_HUMAN,3.409869189,2.185987115,3.770158568,3.148615901,4.378568938
OTUL_HUMAN,4.807631009,4.443473269,4.804448112,4.10055182,4.771016654
NHP2_HUMAN,6.818219295,6.379197025,6.037939,6.976414694,5.914005348
P85A_HUMAN,4.659957511,4.572676722,6.946008402,5.072996429,7.664897049
CPLX2_HUMAN,7.313682335,4.201063767,-0.340850857,0.101313993,-0.340850857
PWP2A_HUMAN,4.482471735,5.747406897,7.4302077,5.681019288,6.522289537
PTCD2_HUMAN,4.081400778,4.661140177,5.270951977,4.368618555,5.002271901
GPX3_HUMAN,0.105660348,-0.340850857,-0.340850857,-0.340850857,-0.340850857
TNIP1_HUMAN,4.912019404,6.628486903,5.311581242,5.259944082,6.447172153
CCD69_HUMAN,0.749157454,2.279821674,2.812535836,1.574893384,0.563217622
SAP3_HUMAN,4.60787289,4.592233357,3.072369791,5.020837038,4.368612237
S36A1_HUMAN,2.996120103,2.807768115,5.146537528,3.689487567,4.050714667
PDLI7_HUMAN,2.086620141,1.847805193,1.505322382,2.677829672,3.450702026
RAD1_HUMAN,5.695739624,5.267764803,6.188230221,6.438979234,5.374094416
BRX1_HUMAN,6.357722391,5.527038245,5.328258859,7.37653195,6.073650693
CENPH_HUMAN,4.441865747,5.098362235,5.586477959,4.920586928,4.038831672
KGD4_HUMAN,5.496464328,5.773932202,6.509648465,5.562521765,5.954817706
GCNT4_HUMAN,-0.142594238,1.207063118,2.483050215,1.114434117,2.807595011
ANR31_HUMAN,0.41104773,-0.150746835,0.759918576,2.305630143,4.518035385
POC5_HUMAN,2.040610996,3.1715623,3.596867804,3.46706909,3.545143209
IQGA2_HUMAN,2.387938095,2.881526517,1.913656993,3.350268517,4.535941106
AGGF1_HUMAN,4.203406222,5.173491042,5.015636086,5.017802371,5.553633293
ZBED3_HUMAN,3.503983727,3.260255136,5.459686607,2.053794894,4.188837624
PDE8B_HUMAN,3.490098072,1.282173151,1.641239854,0.898483275,-0.125928928
WDR41_HUMAN,5.107159267,5.393834215,6.222136612,5.734905796,5.042210331
TBCA_HUMAN,8.49038346,9.273466414,9.568612781,9.156676314,9.489071889
ISK5_HUMAN,0.473396724,-0.340850857,-0.340850857,0.235325605,3.842819889
STING_HUMAN,0.919907929,2.945082059,2.947864799,0.095614526,2.916548626
CXXC5_HUMAN,4.657607435,6.11250313,5.364114526,2.47424611,6.716056122
UB2D2_HUMAN,7.408743522,7.864777451,8.49144784,7.741761428,8.135372672
RT27_HUMAN,7.763143128,8.323297308,7.674697015,7.752306226,7.610137334
ARSK_HUMAN,3.767546004,3.39289416,5.022292362,3.16407212,4.233448827
OTULL_HUMAN,2.586112372,0.707588273,1.226620649,2.10975729,3.407109433
IL31R_HUMAN,0.200268728,2.477929825,-0.340850857,2.415682341,2.180430277
IL6RB_HUMAN,6.916981519,7.359165555,8.395858385,8.261050293,7.126387658
DJC21_HUMAN,7.209292674,6.858356515,8.219150536,8.637218464,7.470219218
MACIR_HUMAN,4.23151323,4.95303981,4.648994188,4.294469023,5.203050014
VIP2_HUMAN,6.277488769,6.434669823,6.457096398,6.678003574,6.656427144
PITX1_HUMAN,6.057746228,4.888398835,6.640784687,2.598741148,4.284655887
KCC2A_HUMAN,-0.340850857,-0.149017584,-0.340850857,-0.340850857,-0.340850857
CYFP2_HUMAN,3.629094331,3.174467608,0.480058611,2.626299422,4.51421325
ZN879_HUMAN,0.072819015,1.066736609,2.231128976,1.675527345,0.079179578
Z354C_HUMAN,0.219596807,2.730552393,3.874053228,3.211655408,1.167272421
ATS2_HUMAN,-0.340850857,0.274367416,3.202087215,1.082611752,-0.340850857
F193B_HUMAN,2.077784983,1.196451334,2.641782536,1.918012186,2.278425477
ERBIN_HUMAN,6.976734137,8.632458031,8.953074775,8.029567326,8.360860704
SREK1_HUMAN,6.581723668,7.12552392,8.069170661,7.370353897,7.695021137
KIF2A_HUMAN,6.925162263,7.778916191,8.560671122,8.331816839,8.343835759
HAVR1_HUMAN,5.523580916,6.596036507,-0.176915927,-0.124300497,3.512599789
SKI3_HUMAN,5.935212807,6.535138491,7.440231932,6.29396223,7.242732663
COT1_HUMAN,5.918798437,7.46369982,5.511666501,7.969293794,7.200144303
Z354A_HUMAN,3.551326012,4.217668473,4.877002873,4.992481533,3.37520932
Z354B_HUMAN,1.708372892,2.564762035,3.179051777,2.435010233,2.927997303
ANXA6_HUMAN,3.41274175,4.773175784,4.330904445,4.561357854,2.249860053
TERT_HUMAN,1.568991056,0.692606536,1.746572494,2.298678579,-0.340850857
CLP1L_HUMAN,8.791058406,7.082240901,7.673668038,6.95059426,7.604636105
PCAT1_HUMAN,7.564864782,5.727505733,3.739740019,3.590713034,4.556415056
TF2H2_HUMAN,1.196548882,-0.149017584,3.785395018,4.11673345,1.712009299
ZCHC9_HUMAN,4.203695815,5.186275165,6.434771055,5.906696491,5.61023693
SSBP2_HUMAN,2.445367582,3.347669863,4.92938584,2.46764171,3.131129678
SKP1_HUMAN,4.461361165,4.462334179,4.281120392,4.080697467,4.436634353
PP2AA_HUMAN,5.65712927,5.859879692,6.233973197,5.830984771,6.02320563
VGFR3_HUMAN,0.216491901,0.226562885,-0.340850857,1.16811884,-0.340850857
FBN2_HUMAN,3.508843553,-0.150746835,4.520853032,2.251356586,-0.125928928
SLF1_HUMAN,6.200223373,6.13477208,7.225196416,6.92256434,5.897724264
K0825_HUMAN,2.047941972,2.158126966,1.811655744,1.517038055,2.560536126
H2AY_HUMAN,7.892098018,7.510216701,8.37933977,7.682882723,8.639928569
TRIO_HUMAN,5.709834049,6.35372893,5.438879922,5.636037239,6.067462781
ROA0_HUMAN,8.392682038,8.294941504,9.068859326,8.697903679,8.810729849
ACKMT_HUMAN,4.339182894,3.089584043,4.522179496,2.803869302,3.439593359
TCPE_HUMAN,9.595041938,8.817525162,8.278796823,9.071691915,9.661534108
CMBL_HUMAN,4.660711756,-0.155374411,3.159162183,5.241814807,5.220177795
MARH6_HUMAN,8.009681697,7.685205102,7.300345097,7.129927703,7.816286616
HBEGF_HUMAN,2.494476589,2.581562494,2.928362196,2.523298288,4.597838579
KCT2_HUMAN,4.419523231,5.206052312,5.26163096,4.46621585,5.477985935
