Genes,ccd,ccd,ccd
EFC4B_HUMAN,3.878761874,3.784501481,3.321290704
DEOC_HUMAN,4.27430924,4.098650102,4.389230572
B2L14_HUMAN,-0.340850857,-0.340850857,0.296259822
PED1B_HUMAN,1.535449415,0.70280457,1.346588607
B4GN3_HUMAN,-0.340850857,-0.340850857,-0.340850857
S38A4_HUMAN,3.606361504,3.646489942,3.97219083
ETKMT_HUMAN,2.649276492,2.822781781,2.596971191
AMN1_HUMAN,3.997825257,3.129519424,4.448364344
STRAP_HUMAN,8.230249288,8.246784489,8.333430236
CC184_HUMAN,0.276696563,0.70280457,0.296259822
H3C_HUMAN,1.308561741,1.528472007,1.346588607
INT13_HUMAN,5.534452222,5.485082841,5.479867746
SPRY3_HUMAN,4.860615825,4.742565535,5.035246068
ASB8_HUMAN,4.47920045,4.233314293,4.505169451
TM117_HUMAN,3.332007084,3.646489942,3.801263664
MYCT_HUMAN,5.337809367,4.673174283,4.688029809
TMTC1_HUMAN,9.236445804,9.385317984,9.288826715
S38A1_HUMAN,8.159644284,8.486449553,8.180512096
AG10B_HUMAN,3.655484737,3.910455573,3.658310983
COX14_HUMAN,6.605723511,6.687013077,6.616331601
CCNT1_HUMAN,6.502107669,6.127881486,6.300516346
S38A2_HUMAN,10.97541764,10.87248991,10.93140349
NTF3_HUMAN,5.291943411,5.313274056,5.422037202
IPO8_HUMAN,6.567734287,6.472310079,6.452679012
NCK5L_HUMAN,5.367596102,5.328399285,4.914618239
GLYM_HUMAN,5.480949404,5.601718088,5.46562598
GLSL_HUMAN,-0.340850857,-0.340850857,-0.340850857
RPAP3_HUMAN,6.253598921,6.416784052,6.251551716
CPNE8_HUMAN,2.440909998,1.528472007,2.371109553
AQP5_HUMAN,-0.340850857,-0.340850857,-0.340850857
PFKAM_HUMAN,4.107807238,4.200808238,4.505169451
SMAGP_HUMAN,4.65857887,4.932712398,4.66328362
RESF1_HUMAN,4.242510731,4.133512788,3.607329065
MED21_HUMAN,4.729115373,4.952372173,4.850298325
CERS5_HUMAN,4.751881438,4.442401772,5.015828906
THAP2_HUMAN,3.332007084,3.058730152,2.488455847
MOT2_HUMAN,6.001485334,6.178840132,6.017771533
RBMS2_HUMAN,5.775719415,6.479102945,6.084530242
SMRD1_HUMAN,3.702990274,4.200808238,3.607329065
CTDS2_HUMAN,6.636634501,6.465485077,6.536824561
ATP23_HUMAN,1.90399146,2.316153655,2.103204187
MYPT1_HUMAN,8.32248803,8.177477867,8.208576731
TMM19_HUMAN,5.110069285,4.673174283,4.955958374
ITA5_HUMAN,4.901914174,5.457831606,5.602086782
ACSS3_HUMAN,3.205771307,2.905793422,2.880743328
RGAP1_HUMAN,3.555506503,3.597387599,3.043004563
IBP6_HUMAN,7.327937189,7.329705173,7.11313064
PAWR_HUMAN,7.390935375,7.489622149,7.460595942
PPM1H_HUMAN,-0.340850857,0.273361542,0.296259822
BI1_HUMAN,9.347112966,9.253848225,9.271534119
GALT6_HUMAN,5.480949404,5.401734501,5.19915573
BTG1_HUMAN,9.287006755,9.055658963,9.19590612
CPSF6_HUMAN,6.502107669,6.766902961,6.596861834
LRIQ1_HUMAN,0.276696563,-0.340850857,0.296259822
PTPRR_HUMAN,0.276696563,-0.340850857,0.296259822
RARG_HUMAN,4.682476281,4.442401772,4.229834685
LYSC_HUMAN,0.276696563,-0.340850857,1.073627923
NAV3_HUMAN,6.678826555,7.03004448,6.603380995
S35E3_HUMAN,5.560477506,5.457831606,5.493970295
ALX1_HUMAN,-0.340850857,-0.340850857,-0.340850857
CHSTB_HUMAN,2.324234228,2.540552476,1.947944625
DIP2B_HUMAN,4.634278936,4.719803957,3.755168893
UBP15_HUMAN,6.137371553,5.893748094,6.075180341
BN3D2_HUMAN,1.731456765,1.528472007,2.880743328
TAP26_HUMAN,5.882736393,5.626404571,5.714755717
S4A8_HUMAN,2.324234228,2.316153655,2.488455847
CAND1_HUMAN,7.205458079,7.149826378,7.218804961
AL1L2_HUMAN,7.111763496,7.395813845,7.052484893
RPGF3_HUMAN,0.276696563,0.70280457,0.736681169
NU107_HUMAN,4.394926169,4.696677503,4.532754694
DUS6_HUMAN,7.564935218,7.684416701,7.66138603
MET25_HUMAN,3.555506503,3.739948626,3.658310983
ELK3_HUMAN,6.331235427,6.589941366,6.401227773
ANO4_HUMAN,4.27430924,4.523497352,3.801263664
FGD6_HUMAN,3.836785612,3.827719585,4.263153899
CDK17_HUMAN,6.535294106,6.283438239,6.234853778
BLT3B_HUMAN,5.480949404,5.551040538,5.575807724
CML1_HUMAN,3.502793157,3.19699711,3.321290704
WASC3_HUMAN,4.981124996,5.202710033,5.091977123
A7L3B_HUMAN,5.560477506,5.777325123,5.78525909
GNPTA_HUMAN,7.034951409,6.924510723,6.96912592
HUTH_HUMAN,-0.340850857,-0.340850857,-0.340850857
ALDH2_HUMAN,7.31270556,7.166755428,7.108555026
GA2L3_HUMAN,1.90399146,2.540552476,2.488455847
TM7S3_HUMAN,7.163622347,7.18348813,7.26887443
TCPB_HUMAN,8.123002262,8.20437205,8.197847151
TMTC2_HUMAN,1.535449415,1.724146699,1.073627923
DP13B_HUMAN,5.872384931,5.732546614,5.86338164
TMCC3_HUMAN,0.276696563,-0.340850857,-0.340850857
MP3B2_HUMAN,0.276696563,0.273361542,0.736681169
GXLT1_HUMAN,6.433352907,6.402562082,6.363320006
CACO1_HUMAN,4.423568075,4.200808238,4.050615098
RAB21_HUMAN,7.14224057,7.124054401,7.1402837
NXPH4_HUMAN,-0.340850857,1.03330744,1.073627923
SH2B3_HUMAN,4.901914174,5.2190332,4.935436376
ZN740_HUMAN,3.270269458,3.546554987,3.707552626
NR1H4_HUMAN,-0.340850857,-0.340850857,-0.340850857
TM263_HUMAN,8.080917,8.156443405,8.115866515
OSBL8_HUMAN,8.463638491,8.521420272,8.437429278
UBE2N_HUMAN,6.803925855,6.675230341,6.709923949
AG10A_HUMAN,1.039210356,0.273361542,1.346588607
SCF_HUMAN,6.338774149,6.602438574,6.66076457
SCAFB_HUMAN,8.665975598,8.687522457,8.537840237
AEBP2_HUMAN,5.195590671,5.37284619,5.535469214
PLXC1_HUMAN,4.209995522,4.026290794,3.755168893
MTEF2_HUMAN,1.039210356,1.302030179,1.947944625
MAP2_HUMAN,8.844718423,8.857466321,8.894802338
GTSF1_HUMAN,-0.340850857,-0.340850857,-0.340850857
MON2_HUMAN,5.17888716,5.601718088,5.493970295
RPC2_HUMAN,4.584415605,4.649281818,5.015828906
DAZP2_HUMAN,8.12081759,8.113431456,8.142968612
CSRP2_HUMAN,5.903219129,5.86291664,5.62789571
FBXW8_HUMAN,4.209995522,3.739948626,3.658310983
SOCS2_HUMAN,5.425385745,5.415964591,5.62789571
CKAP4_HUMAN,11.177858,11.17429259,11.1857867
EEA1_HUMAN,8.414542918,8.440204502,8.254861306
RIC8B_HUMAN,4.142680453,4.265104048,3.755168893
CRY1_HUMAN,5.467257821,5.387362651,5.249899865
E2F7_HUMAN,2.992930665,3.546554987,3.801263664
RIPL1_HUMAN,4.81810035,4.696677503,4.448364344
TMTC3_HUMAN,7.612357906,7.322169222,7.416852592
HCFC2_HUMAN,6.567734287,6.479102945,6.557115859
DENR_HUMAN,6.873051048,7.075575771,6.958994633
NUP37_HUMAN,4.65857887,4.764973571,5.128595196
APC5_HUMAN,7.63089895,7.452137195,7.356385247
LKHA4_HUMAN,5.819483326,5.923934421,6.121335421
NET4_HUMAN,8.416325406,8.202320972,8.457358797
PSMD9_HUMAN,4.242510731,4.265104048,4.19572773
HRG1_HUMAN,4.423568075,4.624986996,4.66328362
RAP1B_HUMAN,6.873051048,6.826710277,6.938516087
UBP44_HUMAN,6.204929067,6.110487276,6.112221778
CHP3_HUMAN,-0.340850857,-0.340850857,-0.340850857
RBM19_HUMAN,4.072070133,3.646489942,4.050615098
NEUA_HUMAN,6.495377781,6.538840999,6.529996875
KKCC2_HUMAN,4.584415605,5.082964163,4.782976469
MLXIP_HUMAN,6.353734433,6.577334956,6.226431771
HUTI_HUMAN,-0.340850857,-0.340850857,-0.340850857
PH4H_HUMAN,-0.340850857,-0.340850857,-0.340850857
NOPC1_HUMAN,3.138254159,3.827719585,3.188847197
SDS3_HUMAN,5.962978254,6.083996305,5.947773139
BBS10_HUMAN,2.74316339,3.32316388,2.792212717
CRADD_HUMAN,2.548851742,2.640889929,2.964153953
NUDT4_HUMAN,7.124904013,7.272201991,7.227271478
T11L2_HUMAN,4.305421966,4.200808238,4.872058478
DRAM1_HUMAN,8.638750469,8.493176324,8.437429278
TSN8_HUMAN,-0.340850857,-0.340850857,0.736681169
LRP1_HUMAN,6.292939348,7.195911517,6.401227773
CF251_HUMAN,3.502793157,3.19699711,3.554479343
GALT9_HUMAN,-0.340850857,-0.340850857,-0.340850857
UTP20_HUMAN,4.176730561,5.16949897,4.389230572
SCYL2_HUMAN,7.17208711,6.863517834,6.803485967
AGRD1_HUMAN,5.972701808,5.893748094,5.88494681
U1SBP_HUMAN,4.27430924,4.098650102,4.736284077
ZNF10_HUMAN,2.548851742,1.528472007,2.596971191
SSH1_HUMAN,7.475436395,7.747667094,7.581090913
MAPK5_HUMAN,5.573316185,5.471521566,5.479867746
ARL1_HUMAN,8.07189832,7.992830476,8.19999946
RFC5_HUMAN,2.324234228,2.189344518,2.697892218
ITPR2_HUMAN,4.961726271,5.2190332,4.505169451
ALKB2_HUMAN,0.707754626,2.734700525,1.773938675
TAOK3_HUMAN,8.402003455,8.481383812,8.460952952
PEBP1_HUMAN,9.348047129,9.320607494,9.321814295
MSI1H_HUMAN,-0.340850857,-0.340850857,-0.340850857
UBP30_HUMAN,3.555506503,3.439178937,3.554479343
CBPM_HUMAN,4.47920045,3.646489942,4.229834685
ABTB3_HUMAN,-0.340850857,0.273361542,0.736681169
S15A4_HUMAN,5.611160618,5.638591192,5.602086782
P2RX7_HUMAN,2.058078915,1.724146699,1.947944625
TM116_HUMAN,2.197285588,2.822781781,2.488455847
SPRY4_HUMAN,2.197285588,3.32316388,1.947944625
BRAP_HUMAN,4.532766978,3.988703045,3.93131984
CHPT1_HUMAN,5.962978254,5.86291664,6.06576945
TBX3_HUMAN,8.855269579,8.913704701,8.876079689
VSI10_HUMAN,3.391210818,4.624986996,4.419100412
NT5D3_HUMAN,3.067421454,3.910455573,3.383215487
FGOP2_HUMAN,6.383197494,6.228060066,6.340087839
ABCD2_HUMAN,-0.340850857,-0.340850857,-0.340850857
YETS4_HUMAN,5.382261976,4.872072638,4.872058478
PAQR2_HUMAN,6.331235427,6.211839288,6.075180341
DCP1B_HUMAN,3.391210818,3.869680593,3.383215487
PHC1_HUMAN,2.74316339,2.432711588,2.103204187
MPRD_HUMAN,5.074388867,5.282539401,4.914618239
KLRG1_HUMAN,1.039210356,-0.340850857,0.296259822
TBX5_HUMAN,6.593171258,6.203659991,6.416116313
GLI1_HUMAN,1.308561741,2.432711588,1.947944625
SYMC_HUMAN,6.742731735,6.704508688,6.622763568
MBD6_HUMAN,3.836785612,4.57513443,4.477046462
PI42C_HUMAN,5.074388867,5.387362651,5.589007087
DTX3_HUMAN,4.839514696,4.469943248,4.872058478
ARHGP_HUMAN,2.058078915,0.70280457,1.947944625
B4GN1_HUMAN,3.919551258,3.26145925,3.93131984
TSN31_HUMAN,4.27430924,3.869680593,4.19572773
CDK4_HUMAN,6.010953627,6.05700979,6.209438812
MARH9_HUMAN,3.606361504,3.32316388,3.755168893
TRMB_HUMAN,3.555506503,3.546554987,3.117768007
EFMT3_HUMAN,3.067421454,2.540552476,3.256588254
CL029_HUMAN,4.242510731,4.167552857,4.229834685
B3GN4_HUMAN,-0.340850857,-0.340850857,-0.340850857
VP33A_HUMAN,4.532766978,4.97176764,4.66328362
IKIP_HUMAN,8.470517721,8.322387894,8.400473032
LAP2A_HUMAN,5.056212193,5.415964591,5.46562598
CSTN3_HUMAN,1.731456765,1.302030179,1.947944625
MRFL_HUMAN,-0.340850857,-0.340850857,-0.340850857
KCMB4_HUMAN,-0.340850857,0.273361542,0.296259822
A2MG_HUMAN,4.839514696,4.912781011,4.505169451
BCL7A_HUMAN,5.260535447,5.028436953,4.996146839
MSRB3_HUMAN,9.036557169,9.141658574,8.953387678
ASIC1_HUMAN,2.324234228,1.896423676,1.773938675
OCC1_HUMAN,9.753275767,9.931839338,9.941344159
ZN268_HUMAN,4.860615825,5.118203351,4.976192541
DYRK2_HUMAN,5.17888716,5.57660182,4.914618239
WASC4_HUMAN,6.397706416,6.608646815,6.481276322
KANL2_HUMAN,4.47920045,3.869680593,3.755168893
SO1B3_HUMAN,-0.340850857,-0.340850857,-0.340850857
ACD10_HUMAN,2.649276492,2.432711588,2.371109553
ZC3H1_HUMAN,6.857390519,6.583651931,6.423503358
NEDD1_HUMAN,5.742002629,5.831411879,5.84148922
TENS2_HUMAN,4.609562686,4.808771789,4.638105547
RAD52_HUMAN,1.90399146,1.896423676,0.296259822
MBOA5_HUMAN,4.532766978,4.167552857,4.160794884
PEX5_HUMAN,2.440909998,2.316153655,1.947944625
F222A_HUMAN,-0.340850857,0.70280457,0.296259822
TRPV4_HUMAN,3.959219041,3.910455573,3.755168893
GLTP_HUMAN,5.861958658,5.766260118,5.640629075
P3C2G_HUMAN,-0.340850857,-0.340850857,-0.340850857
LUM_HUMAN,8.385719465,8.139392195,8.303715616
PGS2_HUMAN,11.99807947,11.91836828,11.92233943
CX6A1_HUMAN,6.137371553,6.211839288,5.874204519
TRIA1_HUMAN,6.737037742,6.570990201,6.570486553
GATC_HUMAN,5.598655786,5.401734501,5.507936324
SRSF9_HUMAN,6.548357841,6.692868553,6.825958209
DYL1_HUMAN,9.015544495,9.0431076,9.031604974
COQ5_HUMAN,5.893014111,5.58921461,5.436713612
POP5_HUMAN,3.702990274,3.69397594,3.607329065
FKB11_HUMAN,3.502793157,3.129519424,3.256588254
WN10B_HUMAN,-0.340850857,0.70280457,0.296259822
REBL1_HUMAN,0.707754626,0.273361542,-0.340850857
TBA1B_HUMAN,10.88980259,10.85953309,10.91544684
ARF3_HUMAN,7.646169852,7.499678518,7.544294102
CSN7A_HUMAN,6.426293722,6.170471042,6.308517953
CD4_HUMAN,5.00026634,4.912781011,4.389230572
GP162_HUMAN,-0.340850857,0.273361542,0.736681169
P3H3_HUMAN,6.397706416,6.306536115,6.340087839
GBB3_HUMAN,1.039210356,-0.340850857,-0.340850857
LRC23_HUMAN,4.142680453,3.26145925,4.050615098
ENOG_HUMAN,5.244571276,4.649281818,4.688029809
ATN1_HUMAN,5.79776731,5.415964591,5.407209954
C10_HUMAN,5.808666177,6.153585791,5.750438041
PTN6_HUMAN,-0.340850857,0.70280457,-0.340850857
TPIS_HUMAN,8.453257749,8.379778643,8.277458408
ATX2_HUMAN,7.38730478,7.459025484,7.371741334
EKI1_HUMAN,6.029705809,5.913942326,5.895609705
NP1L1_HUMAN,10.32788884,10.32820603,10.34300425
TIGAR_HUMAN,5.396780262,5.471521566,5.422037202
CCND2_HUMAN,5.337809367,5.457831606,5.110402335
GDF11_HUMAN,5.683995501,5.511828852,5.330697966
SARNP_HUMAN,1.731456765,1.724146699,0.296259822
ORML2_HUMAN,5.352779607,5.235173744,5.361791361
MMP19_HUMAN,3.655484737,4.200808238,4.477046462
DGKA_HUMAN,5.092339378,4.764973571,4.996146839
LPAR5_HUMAN,0.276696563,-0.340850857,-0.340850857
ING4_HUMAN,3.959219041,3.597387599,3.321290704
PTMS_HUMAN,6.618167495,6.755757422,6.880653498
ZBT39_HUMAN,3.270269458,3.058730152,2.964153953
MYO1A_HUMAN,-0.340850857,-0.340850857,-0.340850857
NEMP1_HUMAN,2.914383283,2.640889929,2.792212717
NAB2_HUMAN,4.305421966,4.808771789,4.088284418
STAT6_HUMAN,6.020360186,5.511828852,5.84148922
HDAC7_HUMAN,7.916844125,7.783779117,7.698395968
VDR_HUMAN,4.901914174,5.009793423,4.688029809
T106C_HUMAN,4.729115373,4.496968782,4.759819163
SENP1_HUMAN,4.242510731,4.787038881,4.782976469
TMED2_HUMAN,8.29949247,8.445416655,8.551389931
DDX55_HUMAN,4.335877864,4.062924054,4.419100412
EI2BA_HUMAN,5.480949404,5.186200065,5.346328429
TF2H3_HUMAN,5.933408086,5.982475877,5.906194369
VPP2_HUMAN,4.209995522,4.296208393,3.383215487
HSPB8_HUMAN,4.532766978,4.133512788,4.358729203
LIPB1_HUMAN,6.636634501,6.799832081,6.820372879
REP15_HUMAN,1.731456765,1.03330744,1.576029644
RT35_HUMAN,6.038991282,5.903880544,6.251551716
KLH42_HUMAN,7.053396216,6.904464911,6.979186557
PTHR_HUMAN,0.707754626,0.273361542,0.296259822
CE290_HUMAN,7.002094445,7.106613707,6.953902184
FICD_HUMAN,4.88141277,4.952372173,5.128595196
SART3_HUMAN,6.404906524,5.982475877,6.192243311
ISCU_HUMAN,6.862629607,6.783461469,6.92296413
TM119_HUMAN,4.942063148,4.830182164,4.559822371
EMP1_HUMAN,8.485877092,8.64888519,8.584717659
IF4B_HUMAN,6.748403344,6.987800337,6.648208459
ZN641_HUMAN,2.914383283,2.734700525,2.697892218
KI21A_HUMAN,1.039210356,1.528472007,1.947944625
LDHB_HUMAN,7.621658213,7.684416701,7.806876048
RAB3I_HUMAN,1.535449415,2.050305593,1.773938675
LRIG3_HUMAN,3.555506503,2.540552476,3.383215487
Z385A_HUMAN,0.276696563,1.03330744,0.296259822
TPC1_HUMAN,5.00026634,4.764973571,5.377090317
SELPL_HUMAN,0.707754626,1.896423676,1.773938675
SSPN_HUMAN,5.830219972,5.743872211,5.678168428
COR1C_HUMAN,7.954133381,8.050975504,8.234006755
WSB2_HUMAN,5.830219972,5.831411879,5.927133537
PDE3A_HUMAN,1.90399146,1.896423676,2.103204187
MD13L_HUMAN,6.528717609,6.710293725,6.63554211
DNAI7_HUMAN,-0.340850857,-0.340850857,-0.340850857
ETFR1_HUMAN,4.961726271,4.808771789,4.996146839
BACD3_HUMAN,5.611160618,5.788305909,5.665763526
UBE3B_HUMAN,6.154559821,6.291178693,6.075180341
MMAB_HUMAN,2.649276492,2.640889929,2.596971191
ZCHC8_HUMAN,4.705984286,4.952372173,5.19915573
RSRC2_HUMAN,7.044203289,6.826710277,6.859023573
KNTC1_HUMAN,2.058078915,2.432711588,2.596971191
HCAR1_HUMAN,-0.340850857,-0.340850857,-0.340850857
CCD62_HUMAN,0.276696563,0.273361542,-0.340850857
HIP1R_HUMAN,1.039210356,1.896423676,0.736681169
VP37B_HUMAN,4.035425247,3.988703045,4.448364344
ACVL1_HUMAN,4.860615825,4.830182164,4.893495293
ACV1B_HUMAN,4.981124996,5.313274056,5.073313548
GRASP_HUMAN,2.74316339,2.822781781,1.576029644
NR4A1_HUMAN,5.598655786,5.343367585,5.852476956
KIF5A_HUMAN,1.90399146,1.03330744,0.736681169
CD63_HUMAN,11.66726693,11.64413504,11.5169271
SPRNG_HUMAN,5.913352468,5.852491309,5.927133537
HRK_HUMAN,0.276696563,-0.340850857,-0.340850857
SCNNA_HUMAN,-0.340850857,-0.340850857,-0.340850857
TNR3_HUMAN,6.939015069,6.97343953,7.004035423
TPSNR_HUMAN,1.90399146,2.189344518,1.346588607
CD9_HUMAN,7.146542352,7.283887448,7.481980094
ATPB_HUMAN,7.652233239,7.693206785,7.804048902
TEBP_HUMAN,8.060545104,8.01403365,8.002060435
PRI1_HUMAN,2.197285588,2.316153655,2.371109553
H17B6_HUMAN,3.555506503,3.26145925,2.964153953
NACAM_HUMAN,9.139421121,8.945934394,8.966089764
MFSD5_HUMAN,5.586041618,5.430055693,5.451242222
ESPL1_HUMAN,1.90399146,-0.340850857,0.296259822
PFD5_HUMAN,2.324234228,1.03330744,1.346588607
AAAS_HUMAN,3.205771307,2.432711588,2.488455847
SP1_HUMAN,4.901914174,4.808771789,4.66328362
PRR13_HUMAN,7.213681591,7.272201991,7.218804961
CBX5_HUMAN,7.225929631,7.636609729,7.248222912
NFE2_HUMAN,-0.340850857,-0.340850857,-0.340850857
COPZ1_HUMAN,6.992567638,6.799832081,6.691684917
RM51_HUMAN,6.781972595,6.36638142,6.292470111
CND1_HUMAN,4.682476281,4.742565535,4.638105547
G3P_HUMAN,10.54344181,10.70114874,10.59603803
CHD4_HUMAN,5.623557992,5.511828852,5.19915573
YAF2_HUMAN,5.808666177,5.485082841,5.493970295
PPHLN_HUMAN,7.31270556,7.158315734,7.281124918
ZCRB1_HUMAN,7.652233239,7.535963507,7.574470014
IFFO1_HUMAN,5.244571276,5.009793423,5.407209954
AAKB1_HUMAN,4.729115373,4.469943248,4.66328362
CTRO_HUMAN,2.324234228,2.822781781,2.792212717
MLF2_HUMAN,5.683995501,5.903880544,5.916701942
PHB2_HUMAN,6.982977503,6.914522633,6.769107327
NFYB_HUMAN,6.30068032,6.236102572,6.408691249
EID3_HUMAN,1.039210356,2.050305593,1.576029644
RNFT2_HUMAN,1.308561741,1.896423676,1.073627923
HMGA2_HUMAN,5.819483326,6.596203502,6.046761475
CNOT2_HUMAN,5.367596102,5.563877789,5.521768449
VAMP1_HUMAN,1.90399146,2.316153655,2.792212717
ROA1_HUMAN,8.049101835,8.181648206,8.136240669
KICS2_HUMAN,2.74316339,2.050305593,2.596971191
CL056_HUMAN,-0.340850857,-0.340850857,-0.340850857
XPOT_HUMAN,6.580508833,6.80524793,6.516243793
DCTN2_HUMAN,7.269969928,7.34837461,7.227271478
UBP5_HUMAN,3.391210818,3.739948626,3.607329065
PTPRB_HUMAN,-0.340850857,0.273361542,-0.340850857
PIANP_HUMAN,3.555506503,3.439178937,3.801263664
FRS2_HUMAN,5.322682156,5.328399285,5.282764081
RERGL_HUMAN,-0.340850857,-0.340850857,-0.340850857
BAZ2A_HUMAN,5.991954491,5.841990093,5.762138689
AMGO2_HUMAN,6.084542811,6.267831617,6.148335928
RM42_HUMAN,6.213155586,6.119210595,6.268058599
PARI_HUMAN,2.914383283,2.640889929,2.488455847
CDCA3_HUMAN,3.138254159,3.597387599,3.043004563
SPSB2_HUMAN,0.707754626,2.432711588,2.488455847
TBK1_HUMAN,4.922128321,4.872072638,5.035246068
RASF3_HUMAN,6.857390519,6.992555681,7.004035423
GNS_HUMAN,7.225929631,7.075575771,7.05724154
MAN1_HUMAN,5.893014111,5.86291664,6.06576945
SCRB1_HUMAN,3.748981272,3.32316388,3.889257149
LTMD1_HUMAN,4.209995522,4.469943248,4.263153899
CSRN2_HUMAN,4.242510731,3.869680593,4.011935787
SFSWA_HUMAN,5.337809367,5.358182178,5.589007087
ULK1_HUMAN,5.598655786,5.401734501,5.216269525
PUS1_HUMAN,1.90399146,2.189344518,2.103204187
MMP17_HUMAN,1.90399146,1.03330744,1.773938675
PXMP2_HUMAN,2.649276492,3.26145925,2.792212717
FBSL_HUMAN,3.448080482,3.646489942,3.499619736
ENPL_HUMAN,10.8177905,10.65764952,10.77633138
BWNIN_HUMAN,3.655484737,3.32316388,4.160794884
TDG_HUMAN,5.467257821,5.343367585,5.589007087
LRRK2_HUMAN,5.352779607,5.387362651,5.330697966
S6A15_HUMAN,-0.340850857,0.273361542,-0.340850857
OAS1_HUMAN,-0.340850857,0.273361542,-0.340850857
OAS3_HUMAN,1.308561741,2.316153655,2.371109553
OAS2_HUMAN,0.276696563,0.273361542,-0.340850857
CSTOS_HUMAN,4.242510731,3.950109733,4.011935787
ANO6_HUMAN,6.929061006,6.919525322,6.928166766
TECT2_HUMAN,2.992930665,2.316153655,2.697892218
ARPC3_HUMAN,8.560312881,8.509857298,8.586364006
GPN3_HUMAN,4.107807238,3.950109733,4.295720941
F216A_HUMAN,5.352779607,5.498517826,5.266425551
VPS29_HUMAN,6.11119898,6.203659991,6.488337947
RAD9B_HUMAN,0.707754626,0.70280457,1.773938675
PPTC7_HUMAN,4.922128321,4.932712398,5.091977123
HVCN1_HUMAN,2.831311907,2.640889929,2.103204187
PP1G_HUMAN,6.809362367,6.675230341,6.848085773
TECT1_HUMAN,4.394926169,4.062924054,4.229834685
TBA1A_HUMAN,9.995490648,9.988282782,9.981310547
TROAP_HUMAN,0.707754626,0.273361542,0.296259822
DJC22_HUMAN,4.365704095,4.133512788,3.84593117
PLBL2_HUMAN,6.253598921,5.743872211,6.084530242
SDSL_HUMAN,0.707754626,2.050305593,1.947944625
LHX5_HUMAN,-0.340850857,-0.340850857,-0.340850857
NCLX_HUMAN,3.138254159,2.984287397,3.321290704
RAB5B_HUMAN,6.179964252,6.170471042,6.084530242
SUOX_HUMAN,3.270269458,2.822781781,3.117768007
IKZF4_HUMAN,3.836785612,4.233314293,3.707552626
RS26_HUMAN,6.048217374,5.883543978,5.874204519
PA2G4_HUMAN,7.089593109,6.733204653,6.999099771
RL41_HUMAN,8.207782412,8.359674489,8.368298302
ESYT1_HUMAN,6.093483037,6.321731778,6.268058599
ZC3HA_HUMAN,3.655484737,3.382337271,1.773938675
MYL6_HUMAN,10.67396379,10.65089722,10.58948552
SMRC2_HUMAN,7.225929631,7.204134736,7.197418708
RNF41_HUMAN,6.188333949,6.145068474,6.243226905
SOSB1_HUMAN,3.919551258,4.026290794,3.801263664
ANR52_HUMAN,5.861958658,5.70962515,5.738641721
CQ10A_HUMAN,0.707754626,1.896423676,1.576029644
CISY_HUMAN,5.307394649,5.551040538,5.377090317
CNPY2_HUMAN,5.521261381,5.650675732,5.895609705
IL23A_HUMAN,-0.340850857,-0.340850857,0.736681169
SO1B1_HUMAN,-0.340850857,0.273361542,-0.340850857
PYRD1_HUMAN,4.729115373,4.649281818,4.505169451
RECQ1_HUMAN,6.196655369,6.153585791,6.251551716
GOT1B_HUMAN,6.593171258,6.545328408,6.536824561
SPXN_HUMAN,0.707754626,0.273361542,-0.340850857
SYYM_HUMAN,2.74316339,3.439178937,3.442591307
CACB3_HUMAN,4.209995522,3.493865697,3.93131984
RND1_HUMAN,-0.340850857,-0.340850857,-0.340850857
ADCY6_HUMAN,3.997825257,4.892570403,4.477046462
MPP9_HUMAN,4.27430924,3.784501481,3.755168893
CDKA1_HUMAN,7.857727096,7.914812699,8.019226788
SBNO1_HUMAN,7.234037602,7.268285711,7.028463531
MTRFR_HUMAN,4.558822407,4.787038881,4.612480248
DHX37_HUMAN,2.324234228,2.432711588,2.697892218
BRI3B_HUMAN,4.305421966,4.296208393,3.84593117
AACS_HUMAN,4.942063148,5.100691348,5.128595196
NMDE2_HUMAN,-0.340850857,-0.340850857,-0.340850857
LLPH_HUMAN,6.102368201,6.127881486,6.06576945
IRAK3_HUMAN,3.878761874,3.827719585,3.499619736
HELB_HUMAN,1.039210356,1.724146699,0.736681169
NRAM2_HUMAN,6.580508833,6.577334956,6.727935274
DJC14_HUMAN,2.74316339,2.189344518,3.117768007
