Genes,ccd,ccd,ccd
SFRP5_HUMAN,-0.340850857,-0.340850857,-0.340850857
CPEB3_HUMAN,2.197285588,2.540552476,1.346588607
EXOC6_HUMAN,5.425385745,5.933857786,5.937490247
BICC1_HUMAN,7.335493121,7.388616266,7.244056896
CHST3_HUMAN,4.035425247,4.233314293,4.011935787
MALD1_HUMAN,7.234037602,7.179323114,7.201721396
SCD_HUMAN,5.367596102,4.97176764,5.110402335
HOGA1_HUMAN,-0.340850857,-0.340850857,-0.340850857
FBW1A_HUMAN,5.851456487,5.755109592,5.493970295
F1711_HUMAN,6.093483037,6.259964536,5.916701942
ZN33A_HUMAN,4.88141277,5.009793423,4.419100412
DEPP1_HUMAN,4.705984286,4.97176764,5.015828906
MORN4_HUMAN,3.793551325,3.546554987,3.188847197
GSTO1_HUMAN,7.225929631,7.441742699,7.449783818
FRAT1_HUMAN,2.548851742,2.540552476,2.488455847
BL1S2_HUMAN,6.803925855,6.934430139,6.763297055
UBTD1_HUMAN,4.107807238,4.442401772,4.559822371
CMTD1_HUMAN,2.324234228,2.640889929,2.596971191
AVPI1_HUMAN,4.81810035,4.57513443,4.586391545
RRP12_HUMAN,2.914383283,2.984287397,2.880743328
CSTFT_HUMAN,4.532766978,4.356474789,4.559822371
PCGF5_HUMAN,6.285156615,6.373690505,6.408691249
RHG19_HUMAN,3.702990274,3.646489942,3.707552626
DPCD_HUMAN,4.142680453,3.869680593,4.263153899
DPOLL_HUMAN,2.914383283,3.382337271,3.043004563
F204A_HUMAN,5.972701808,5.873267174,6.046761475
FBXW4_HUMAN,3.959219041,3.988703045,4.263153899
GOG7B_HUMAN,-0.340850857,-0.340850857,-0.340850857
RRP5_HUMAN,4.79636335,4.872072638,4.505169451
EIF3A_HUMAN,9.439411976,9.529717861,9.403463578
THNS1_HUMAN,1.308561741,1.724146699,1.773938675
RHBT1_HUMAN,5.79776731,6.001473451,5.947773139
ARMD3_HUMAN,4.242510731,3.950109733,4.448364344
PGAM1_HUMAN,3.067421454,3.26145925,3.442591307
SAMD8_HUMAN,5.382261976,4.990905811,5.146561493
IPRI_HUMAN,5.586041618,5.282539401,5.233182686
CFA58_HUMAN,1.535449415,1.03330744,1.073627923
DNA2_HUMAN,0.707754626,1.03330744,1.576029644
TMM26_HUMAN,1.308561741,0.273361542,1.073627923
CCNY_HUMAN,6.599461036,6.692868553,6.603380995
DEN10_HUMAN,5.660123452,5.328399285,5.702662758
CACL1_HUMAN,7.343009685,7.295479015,7.188774642
FRAT2_HUMAN,2.74316339,2.540552476,3.043004563
RFIP2_HUMAN,5.753329338,5.498517826,5.653251036
FHI2A_HUMAN,5.307394649,5.638591192,5.665763526
FA53B_HUMAN,3.205771307,3.784501481,2.792212717
FA24B_HUMAN,3.138254159,2.984287397,2.596971191
OAT_HUMAN,7.10735659,7.048429788,7.206011289
MGMT_HUMAN,5.322682156,5.328399285,5.110402335
SFXN2_HUMAN,1.90399146,1.528472007,1.576029644
MTG1_HUMAN,2.649276492,2.640889929,2.103204187
IKZF5_HUMAN,3.702990274,3.910455573,4.229834685
WBP1L_HUMAN,6.163077767,5.953502064,6.139391789
BCCIP_HUMAN,6.502107669,6.336769055,6.378602845
I5P1_HUMAN,5.972701808,5.86291664,5.549041091
CHSTF_HUMAN,3.067421454,2.640889929,2.964153953
TACC2_HUMAN,3.502793157,3.129519424,3.442591307
LHPP_HUMAN,3.138254159,1.896423676,1.947944625
DHX32_HUMAN,3.793551325,4.133512788,4.295720941
HTRA1_HUMAN,8.142516847,7.7392036,7.875811957
KI67_HUMAN,4.142680453,4.742565535,4.935436376
PDZD8_HUMAN,5.851456487,6.228060066,6.084530242
EFMT2_HUMAN,4.27430924,4.523497352,4.011935787
TM9S3_HUMAN,9.165091163,9.297735595,9.241548002
ZDH16_HUMAN,3.836785612,4.200808238,3.889257149
SFXN4_HUMAN,3.793551325,3.950109733,3.889257149
2ABD_HUMAN,4.860615825,5.251135708,4.914618239
INSY2_HUMAN,-0.340850857,0.70280457,0.296259822
WDR11_HUMAN,5.73058629,5.266923,5.726748152
PRDX3_HUMAN,7.985689026,7.937184974,8.169570949
EXOS1_HUMAN,4.609562686,4.469943248,4.419100412
NANO1_HUMAN,1.308561741,1.302030179,1.576029644
FANK1_HUMAN,2.831311907,2.734700525,1.947944625
ACDSB_HUMAN,5.110069285,5.065016442,5.110402335
RBM20_HUMAN,-0.340850857,-0.340850857,-0.340850857
XPP1_HUMAN,5.337809367,5.37284619,5.46562598
ABRX2_HUMAN,5.260535447,5.100691348,5.091977123
SHOT1_HUMAN,3.332007084,2.984287397,3.658310983
ATRN1_HUMAN,0.276696563,-0.340850857,-0.340850857
ST32C_HUMAN,3.836785612,3.950109733,3.607329065
HEM4_HUMAN,4.634278936,4.385689469,4.893495293
BUB3_HUMAN,7.587259926,7.666674215,7.651983271
PAAT_HUMAN,3.959219041,3.439178937,4.124995154
EDRF1_HUMAN,4.751881438,4.830182164,5.091977123
GRK5_HUMAN,7.006834361,6.675230341,6.763297055
ZN488_HUMAN,-0.340850857,-0.340850857,-0.340850857
RGS10_HUMAN,5.494512272,5.614114132,5.282764081
NRG3_HUMAN,-0.340850857,-0.340850857,-0.340850857
VAX1_HUMAN,-0.340850857,-0.340850857,-0.340850857
C19L1_HUMAN,2.440909998,3.058730152,2.964153953
TRUB1_HUMAN,6.285156615,6.423842806,6.703869856
ADDG_HUMAN,8.213944522,8.328042689,8.234006755
DNMBP_HUMAN,5.307394649,5.415964591,5.266425551
MMS19_HUMAN,6.973323191,7.03004448,7.04292429
ARL3_HUMAN,6.567734287,6.321731778,6.667001883
NHLC2_HUMAN,5.521261381,5.963224799,5.773745205
RTKN2_HUMAN,3.205771307,2.822781781,3.043004563
ERLN1_HUMAN,6.308379979,6.380962747,6.292470111
GSTO2_HUMAN,1.90399146,1.896423676,0.736681169
LRC27_HUMAN,2.74316339,2.734700525,2.880743328
PWP2B_HUMAN,2.548851742,2.432711588,2.596971191
PSD1_HUMAN,1.731456765,0.273361542,1.346588607
CUED2_HUMAN,4.365704095,4.385689469,3.889257149
MF13A_HUMAN,0.707754626,0.70280457,0.736681169
ACTZ_HUMAN,5.623557992,5.923934421,5.562486483
UROK_HUMAN,7.320341476,7.30697819,7.485513506
ANKR1_HUMAN,5.71907889,5.674545314,5.968121624
WAC2A_HUMAN,5.00026634,5.328399285,4.976192541
ZN365_HUMAN,1.731456765,2.316153655,1.947944625
AEDO_HUMAN,5.623557992,5.511828852,5.62789571
PLPP4_HUMAN,2.992930665,2.984287397,3.188847197
SKDA1_HUMAN,0.276696563,-0.340850857,0.296259822
BAG3_HUMAN,6.825550057,6.614828455,6.984190688
KGP1_HUMAN,6.269464053,6.351651213,6.007977305
VINC_HUMAN,9.329247962,9.523159714,9.530332347
SUFU_HUMAN,4.682476281,4.673174283,4.612480248
GWL_HUMAN,3.793551325,3.784501481,3.607329065
ANR26_HUMAN,6.468139832,6.187160953,6.438164936
ARHG8_HUMAN,3.205771307,3.784501481,4.229834685
ASB13_HUMAN,1.731456765,1.03330744,1.576029644
GDIB_HUMAN,7.836583362,7.791985841,7.571148135
CEP55_HUMAN,3.606361504,3.739948626,3.93131984
FFAR4_HUMAN,-0.340850857,-0.340850857,-0.340850857
F10C1_HUMAN,7.376357852,7.145562893,7.231486177
LGI1_HUMAN,-0.340850857,-0.340850857,-0.340850857
CDNF_HUMAN,0.276696563,0.70280457,0.296259822
HSP7E_HUMAN,4.506232312,4.892570403,4.477046462
CNNM2_HUMAN,4.035425247,3.869680593,3.755168893
AINX_HUMAN,3.448080482,3.382337271,3.499619736
PCGF6_HUMAN,2.74316339,2.540552476,3.188847197
ATPMK_HUMAN,8.480775449,8.561976142,8.501654707
S35G1_HUMAN,4.035425247,3.646489942,3.84593117
NOC3L_HUMAN,6.020360186,5.799203747,5.86338164
TBC12_HUMAN,4.209995522,3.739948626,4.050615098
KCMA1_HUMAN,5.260535447,5.755109592,5.479867746
MRP2_HUMAN,-0.340850857,1.302030179,0.736681169
M3K8_HUMAN,2.914383283,2.540552476,2.792212717
SPF30_HUMAN,6.481823087,6.321731778,6.709923949
DUS5_HUMAN,4.839514696,5.16949897,5.330697966
PAPD1_HUMAN,4.072070133,4.469943248,4.505169451
SRGN_HUMAN,9.531103311,9.39612552,9.592274431
RUFY2_HUMAN,5.623557992,5.963224799,5.521768449
LCOR_HUMAN,5.775719415,6.583651931,5.830417157
KBP_HUMAN,7.163622347,7.110993687,7.285185406
ASA2B_HUMAN,2.992930665,3.058730152,2.596971191
RPP30_HUMAN,4.072070133,3.69397594,3.554479343
NEBL_HUMAN,0.707754626,-0.340850857,-0.340850857
DOCK1_HUMAN,6.948900923,6.987800337,6.933350707
CFA43_HUMAN,-0.340850857,0.273361542,-0.340850857
TRIM8_HUMAN,5.382261976,4.990905811,5.507936324
HS12A_HUMAN,3.138254159,3.32316388,3.93131984
SYP2L_HUMAN,2.324234228,2.189344518,2.103204187
SC24C_HUMAN,4.176730561,4.523497352,3.93131984
FUT11_HUMAN,7.627825276,7.370463632,7.375554952
CHCH1_HUMAN,5.808666177,5.972882448,5.916701942
ZSWM8_HUMAN,5.195590671,5.485082841,5.436713612
NDST2_HUMAN,1.308561741,1.302030179,0.296259822
TIM23_HUMAN,6.010953627,5.662659888,5.377090317
MSMB_HUMAN,-0.340850857,-0.340850857,-0.340850857
VP26A_HUMAN,5.923415127,6.127881486,6.017771533
SUV3_HUMAN,2.440909998,2.905793422,2.488455847
HKDC1_HUMAN,1.039210356,0.70280457,1.346588607
TSN15_HUMAN,-0.340850857,-0.340850857,-0.340850857
F241B_HUMAN,-0.340850857,0.273361542,-0.340850857
ACBD5_HUMAN,6.277331671,6.092880786,6.075180341
KIF11_HUMAN,3.555506503,3.869680593,3.889257149
FSP1_HUMAN,5.212103,4.808771789,5.073313548
SAR1A_HUMAN,7.896555279,7.924798788,7.760963125
IPYR_HUMAN,5.382261976,5.498517826,5.726748152
TYSD1_HUMAN,2.197285588,1.896423676,2.371109553
NSE4A_HUMAN,3.919551258,3.597387599,3.84593117
HPS6_HUMAN,4.65857887,4.356474789,4.532754694
LDB1_HUMAN,3.606361504,4.098650102,4.19572773
PPRC1_HUMAN,3.959219041,4.062924054,4.011935787
NOLC1_HUMAN,5.695785014,5.525018186,5.549041091
ELOV3_HUMAN,0.707754626,0.273361542,0.736681169
PREP_HUMAN,5.337809367,5.698026389,5.653251036
IDE_HUMAN,5.322682156,4.990905811,4.850298325
TM254_HUMAN,3.555506503,4.026290794,4.050615098
H2AW_HUMAN,2.649276492,2.189344518,1.773938675
ITB1_HUMAN,10.14110808,10.00779187,9.995010268
ABI1_HUMAN,5.480949404,6.0660615,5.819259463
AF10_HUMAN,5.260535447,5.135505332,4.976192541
EPC1_HUMAN,6.447368493,6.395398174,6.292470111
KI20B_HUMAN,5.411153901,5.777325123,5.702662758
TI23B_HUMAN,1.731456765,1.03330744,2.243366637
R3HCL_HUMAN,3.502793157,3.988703045,3.93131984
PSTK_HUMAN,0.707754626,0.70280457,1.073627923
PTPRE_HUMAN,2.992930665,2.822781781,2.792212717
AP3M1_HUMAN,5.092339378,4.787038881,4.996146839
HERC4_HUMAN,7.515900567,7.509665274,7.707501983
MXI1_HUMAN,6.535294106,6.558216361,6.536824561
HECD2_HUMAN,2.914383283,4.098650102,3.607329065
ADK_HUMAN,5.244571276,5.065016442,5.298919648
IFIT1_HUMAN,3.959219041,3.493865697,4.124995154
MOT12_HUMAN,2.440909998,2.640889929,2.596971191
APC16_HUMAN,5.893014111,5.743872211,5.615048958
DDIT4_HUMAN,5.092339378,5.94371336,5.479867746
HACD1_HUMAN,6.179964252,6.170471042,6.28437875
STAM1_HUMAN,6.093483037,6.275656031,6.027499716
TM236_HUMAN,0.276696563,-0.340850857,1.073627923
GTPB4_HUMAN,7.71150544,7.529433754,7.503051907
STOX1_HUMAN,0.276696563,-0.340850857,-0.340850857
DDX50_HUMAN,6.948900923,6.794395824,7.018741866
VISTA_HUMAN,4.035425247,4.026290794,4.088284418
CAD23_HUMAN,-0.340850857,-0.340850857,0.296259822
PPIF_HUMAN,5.291943411,5.297988572,5.164306799
ZCH24_HUMAN,7.062530936,7.287761661,7.244056896
SFPA2_HUMAN,-0.340850857,-0.340850857,-0.340850857
WAPL_HUMAN,6.852132336,6.963785622,6.654500175
CP2C9_HUMAN,-0.340850857,-0.340850857,-0.340850857
P5CS_HUMAN,6.163077767,6.211839288,6.192243311
LOXL4_HUMAN,4.423568075,4.549546903,4.389230572
MCMBP_HUMAN,4.451652404,4.764973571,4.872058478
LICH_HUMAN,5.982360265,5.982475877,6.148335928
TECT3_HUMAN,5.352779607,5.251135708,5.19915573
IFIT3_HUMAN,3.606361504,4.098650102,4.160794884
SMS1_HUMAN,5.903219129,5.852491309,5.998116132
PAPS2_HUMAN,7.790596874,7.927284547,7.88118712
ATAD1_HUMAN,6.61195892,6.314153953,6.234853778
KILIN_HUMAN,1.308561741,0.70280457,-0.340850857
ARI5B_HUMAN,9.388562732,9.446383847,9.242592448
MSS51_HUMAN,0.707754626,0.70280457,-0.340850857
PP2BB_HUMAN,7.071608181,7.276107669,7.256519027
SC31B_HUMAN,0.707754626,1.724146699,1.073627923
NDUB8_HUMAN,6.919037786,6.627112837,6.89666575
HIF1N_HUMAN,6.163077767,5.883543978,5.665763526
PAX2_HUMAN,-0.340850857,-0.340850857,-0.340850857
SLF2_HUMAN,5.95318872,6.145068474,5.84148922
PEO1_HUMAN,2.548851742,3.058730152,3.383215487
KAZD1_HUMAN,3.997825257,3.32316388,3.256588254
IFIT2_HUMAN,2.197285588,2.905793422,2.792212717
BAMBI_HUMAN,3.555506503,3.32316388,3.607329065
UTF1_HUMAN,-0.340850857,-0.340850857,-0.340850857
ADAM8_HUMAN,2.548851742,2.050305593,2.371109553
ZN511_HUMAN,3.067421454,3.493865697,3.658310983
FUCM_HUMAN,3.878761874,4.296208393,4.389230572
ECHM_HUMAN,6.245600446,6.329270008,6.217960311
PAOX_HUMAN,2.058078915,1.302030179,2.103204187
ERPG3_HUMAN,4.394926169,4.624986996,4.229834685
VACHT_HUMAN,-0.340850857,-0.340850857,-0.340850857
ZN248_HUMAN,3.606361504,3.950109733,3.607329065
NCOA4_HUMAN,7.020961381,6.963785622,6.92296413
PTER_HUMAN,4.335877864,3.869680593,4.124995154
IF5AL_HUMAN,2.058078915,1.528472007,2.371109553
PARG_HUMAN,3.502793157,3.827719585,3.499619736
FZD8_HUMAN,3.205771307,3.19699711,2.792212717
TIAR_HUMAN,6.454325554,6.416784052,6.641889185
MOT9_HUMAN,-0.340850857,0.273361542,0.296259822
F107B_HUMAN,9.04579879,9.153384536,9.21518803
SFR1_HUMAN,1.308561741,2.189344518,1.576029644
OGA_HUMAN,7.221858494,7.337201964,7.180078472
KNDC1_HUMAN,2.914383283,2.189344518,2.792212717
GFRA1_HUMAN,6.776431683,6.710293725,6.837064414
ADIRF_HUMAN,3.655484737,4.200808238,3.658310983
SHLD2_HUMAN,4.584415605,5.343367585,5.164306799
RAB18_HUMAN,8.339497313,8.314813524,8.256930276
GPAT1_HUMAN,4.901914174,5.009793423,4.448364344
ZEB1_HUMAN,9.087787678,9.184888334,9.030395979
GCP2_HUMAN,6.084542811,5.963224799,6.234853778
ZDHC6_HUMAN,5.110069285,5.343367585,5.216269525
4EBP2_HUMAN,6.338774149,6.710293725,6.423503358
COE3_HUMAN,0.707754626,1.528472007,0.736681169
GLRX3_HUMAN,5.17888716,5.082964163,5.361791361
ACSL5_HUMAN,0.707754626,1.302030179,1.346588607
CGAT2_HUMAN,6.958719497,6.608646815,6.886010686
RGF1A_HUMAN,0.707754626,0.70280457,0.736681169
DHE3_HUMAN,5.695785014,5.873267174,5.852476956
FGFR2_HUMAN,-0.340850857,-0.340850857,-0.340850857
DJC12_HUMAN,-0.340850857,-0.340850857,-0.340850857
SIR1_HUMAN,5.648037647,5.638591192,5.589007087
DJB12_HUMAN,5.019157042,4.764973571,4.828204932
FXL15_HUMAN,2.649276492,2.640889929,1.947944625
ST15B_HUMAN,2.197285588,2.640889929,2.792212717
CJ090_HUMAN,-0.340850857,-0.340850857,-0.340850857
P4HA1_HUMAN,9.935226861,9.784702873,9.728973204
ADA12_HUMAN,4.335877864,4.872072638,4.263153899
ZFY27_HUMAN,4.072070133,3.827719585,4.160794884
MPP7_HUMAN,0.707754626,0.273361542,0.736681169
SRBS1_HUMAN,-0.340850857,-0.340850857,0.296259822
SMBT2_HUMAN,-0.340850857,-0.340850857,0.296259822
ASAH2_HUMAN,0.276696563,1.03330744,0.736681169
HNRPF_HUMAN,7.324144332,7.55215975,7.506534146
ZN239_HUMAN,1.535449415,2.189344518,2.488455847
ZN485_HUMAN,1.535449415,0.70280457,1.346588607
ZNF32_HUMAN,3.555506503,3.382337271,3.554479343
CCNJ_HUMAN,2.197285588,2.050305593,2.243366637
ATS14_HUMAN,1.308561741,2.316153655,1.773938675
PHS_HUMAN,4.305421966,4.787038881,4.759819163
CAHM2_HUMAN,3.067421454,2.540552476,1.773938675
PTN20_HUMAN,-0.340850857,-0.340850857,-0.340850857
BMR1A_HUMAN,5.228428475,5.135505332,5.110402335
BNIP3_HUMAN,7.229989313,7.4207263,7.235688599
SDF1_HUMAN,4.81810035,5.082964163,4.586391545
CP2E1_HUMAN,0.707754626,0.70280457,0.736681169
SPRN_HUMAN,2.440909998,3.129519424,2.697892218
PBLD_HUMAN,3.655484737,3.646489942,4.295720941
HNRH3_HUMAN,7.234037602,7.136997937,7.489038284
ZN37A_HUMAN,5.73058629,6.211839288,6.06576945
ZMIZ1_HUMAN,6.3611568,6.596203502,6.502358341
SAP_HUMAN,9.497819211,9.348696702,9.379925008
WAC2C_HUMAN,4.27430924,3.950109733,3.554479343
KCC1D_HUMAN,4.305421966,4.414324272,4.448364344
MICU1_HUMAN,5.78678548,5.498517826,5.895609705
RET4_HUMAN,-0.340850857,-0.340850857,-0.340850857
RHG21_HUMAN,7.545520888,7.821683959,7.651983271
JHD2C_HUMAN,6.447368493,6.359035116,5.998116132
LOX5_HUMAN,-0.340850857,-0.340850857,-0.340850857
KPCT_HUMAN,-0.340850857,-0.340850857,-0.340850857
YMEL1_HUMAN,7.737403598,7.747667094,7.795534072
TICN2_HUMAN,1.308561741,-0.340850857,0.296259822
SMC3_HUMAN,8.018917456,7.892088019,7.834846911
MYPN_HUMAN,3.702990274,3.493865697,3.755168893
DPYL4_HUMAN,1.039210356,0.273361542,1.346588607
JKIP3_HUMAN,0.276696563,-0.340850857,-0.340850857
GBF1_HUMAN,5.50794882,5.923934421,5.830417157
VDAC2_HUMAN,7.62474504,7.529433754,7.516930717
AK1C2_HUMAN,0.276696563,0.70280457,1.773938675
ABLM1_HUMAN,3.702990274,4.026290794,3.801263664
BTAF1_HUMAN,5.695785014,5.525018186,5.602086782
US6NL_HUMAN,3.502793157,3.69397594,3.658310983
SVIL_HUMAN,5.933408086,6.321731778,5.937490247
MCU_HUMAN,5.291943411,5.009793423,4.828204932
BEND7_HUMAN,4.532766978,4.496968782,4.419100412
PLCE1_HUMAN,1.039210356,1.724146699,1.576029644
TAF3_HUMAN,4.705984286,4.912781011,4.612480248
PDCD4_HUMAN,6.390470194,6.485863978,6.474179962
BBIP1_HUMAN,4.705984286,4.808771789,4.736284077
SHOC2_HUMAN,6.580508833,6.738875983,6.667001883
ADA2A_HUMAN,-0.340850857,-0.340850857,-0.340850857
EGR2_HUMAN,0.707754626,1.528472007,1.073627923
TAF5_HUMAN,2.992930665,3.058730152,2.596971191
UBP54_HUMAN,1.535449415,0.70280457,1.576029644
MK08_HUMAN,4.584415605,4.696677503,4.586391545
RHG22_HUMAN,4.072070133,4.265104048,3.97219083
DDX21_HUMAN,8.867048117,8.794868673,8.890810746
PANK1_HUMAN,2.548851742,1.724146699,1.576029644
ANR22_HUMAN,-0.340850857,-0.340850857,-0.340850857
STALP_HUMAN,7.155107626,6.727510941,7.103964854
ACTA_HUMAN,9.546648231,9.452436937,9.541408421
NUD13_HUMAN,0.707754626,0.70280457,0.296259822
ECD_HUMAN,4.335877864,4.233314293,4.805767932
F149B_HUMAN,4.584415605,4.098650102,4.358729203
DNJC9_HUMAN,4.107807238,4.523497352,4.477046462
RT16_HUMAN,6.285156615,6.05700979,6.259828766
ANXA7_HUMAN,6.481823087,6.577334956,6.685553636
CUL2_HUMAN,5.161987989,5.328399285,5.249899865
CELF2_HUMAN,4.634278936,5.009793423,4.559822371
CFA70_HUMAN,0.276696563,0.273361542,0.296259822
ATE1_HUMAN,5.611160618,5.457831606,5.330697966
GHITM_HUMAN,7.815125136,7.909793614,7.939028734
VIME_HUMAN,10.97420805,11.06199215,10.98293605
LRC20_HUMAN,1.308561741,1.724146699,1.576029644
COMD3_HUMAN,5.851456487,5.698026389,5.762138689
BMI1_HUMAN,5.775719415,5.471521566,5.589007087
ADRB1_HUMAN,-0.340850857,0.273361542,-0.340850857
CC186_HUMAN,7.664284094,7.55215975,7.551054617
VWA2_HUMAN,0.707754626,1.528472007,1.346588607
GRIN2_HUMAN,1.535449415,0.70280457,0.736681169
PKHA1_HUMAN,7.48225973,7.318386434,7.379358515
SPD2A_HUMAN,7.881149179,8.40139558,7.664506714
RM43_HUMAN,6.213155586,6.252054319,6.316475426
LAR4B_HUMAN,5.893014111,5.893748094,5.690467576
CASP7_HUMAN,5.291943411,5.430055693,5.436713612
DCR1A_HUMAN,1.535449415,2.050305593,1.773938675
PKHS1_HUMAN,-0.340850857,-0.340850857,-0.340850857
LZTS2_HUMAN,4.751881438,4.742565535,4.736284077
AKCL2_HUMAN,0.707754626,0.70280457,0.296259822
AK1C1_HUMAN,4.209995522,3.869680593,4.295720941
ANR16_HUMAN,1.731456765,1.302030179,1.773938675
FBH1_HUMAN,4.88141277,5.065016442,4.935436376
I15RA_HUMAN,4.705984286,4.414324272,4.893495293
IDI1_HUMAN,5.110069285,5.028436953,5.249899865
Z518A_HUMAN,4.558822407,4.787038881,4.976192541
BLNK_HUMAN,-0.340850857,-0.340850857,0.736681169
OTUD1_HUMAN,3.448080482,3.69397594,3.043004563
SKT_HUMAN,5.244571276,4.624986996,4.71235868
PARD3_HUMAN,5.425385745,5.538088033,5.392228736
AN30A_HUMAN,-0.340850857,-0.340850857,-0.340850857
CNNM1_HUMAN,-0.340850857,-0.340850857,0.296259822
AATC_HUMAN,5.144888518,5.152602271,4.638105547
AF1L2_HUMAN,1.731456765,0.273361542,1.346588607
OPTN_HUMAN,8.439299538,8.466078981,8.47879063
MCM10_HUMAN,2.649276492,0.70280457,2.880743328
PAHX_HUMAN,4.942063148,4.385689469,4.66328362
ZN438_HUMAN,3.606361504,3.32316388,2.792212717
SUV92_HUMAN,2.649276492,1.724146699,2.964153953
MEIG1_HUMAN,-0.340850857,0.273361542,0.736681169
DCR1C_HUMAN,3.878761874,3.827719585,4.295720941
TNR6_HUMAN,5.71907889,5.903880544,5.937490247
SPF45_HUMAN,7.297311401,7.280002803,7.435240439
F263_HUMAN,6.678826555,6.532324286,6.831521998
PALD_HUMAN,0.276696563,-0.340850857,0.296259822
SEM4G_HUMAN,1.731456765,1.03330744,1.073627923
BORC7_HUMAN,5.411153901,5.638591192,5.392228736
5NTC_HUMAN,7.089593109,7.445215859,7.023610887
UNC5B_HUMAN,4.774293823,5.251135708,4.71235868
S29A3_HUMAN,2.548851742,3.058730152,2.488455847
NFKB2_HUMAN,2.649276492,2.540552476,3.188847197
SGPL1_HUMAN,5.411153901,5.563877789,5.392228736
SLK_HUMAN,7.606124225,7.577701385,7.371741334
COHA1_HUMAN,-0.340850857,-0.340850857,-0.340850857
STN1_HUMAN,1.731456765,1.896423676,1.947944625
PDLI1_HUMAN,7.519221906,7.492982066,7.544294102
VSTM4_HUMAN,5.411153901,5.511828852,5.314896303
CP2CI_HUMAN,0.276696563,-0.340850857,-0.340850857
DLG5_HUMAN,5.913352468,5.94371336,5.830417157
RPC1_HUMAN,4.901914174,5.186200065,4.448364344
RS24_HUMAN,11.0519419,10.87506737,10.90690783
HELLS_HUMAN,4.705984286,5.266923,4.532754694
TASO2_HUMAN,5.307394649,5.903880544,5.266425551
PYRD2_HUMAN,2.440909998,1.724146699,3.117768007
HPS1_HUMAN,6.163077767,5.86291664,6.037162741
PFKAP_HUMAN,6.331235427,6.570990201,6.481276322
PRP18_HUMAN,5.110069285,5.358182178,5.015828906
TSN14_HUMAN,4.942063148,5.046842629,5.054405362
SFXN3_HUMAN,4.961726271,4.742565535,4.448364344
P4K2A_HUMAN,4.365704095,3.988703045,4.638105547
NPM3_HUMAN,5.872384931,6.001473451,6.06576945
PTEN_HUMAN,6.433352907,6.558216361,6.324389248
ENTP7_HUMAN,4.981124996,4.912781011,4.872058478
CUTC_HUMAN,2.74316339,3.26145925,3.499619736
COX15_HUMAN,4.751881438,4.649281818,4.586391545
CCDC6_HUMAN,6.765285605,6.750152195,6.859023573
CDK1_HUMAN,3.606361504,4.265104048,4.011935787
WAC_HUMAN,8.1532453,8.048694145,8.041001864
KCC2G_HUMAN,4.423568075,4.496968782,4.935436376
MFRN2_HUMAN,3.878761874,2.734700525,2.697892218
FRM4A_HUMAN,4.88141277,5.37284619,4.976192541
IPMK_HUMAN,5.291943411,5.046842629,4.688029809
CISD1_HUMAN,5.840877304,6.236102572,6.007977305
GATA3_HUMAN,1.039210356,-0.340850857,-0.340850857
HXK1_HUMAN,5.830219972,6.001473451,5.937490247
CCDC7_HUMAN,3.270269458,3.058730152,2.371109553
ZMY11_HUMAN,7.615464675,7.642672956,7.457000896
TF7L2_HUMAN,6.30068032,6.236102572,6.103050197
WDR37_HUMAN,5.110069285,4.673174283,5.091977123
TNKS2_HUMAN,5.742002629,5.963224799,5.62789571
PPR3C_HUMAN,6.982977503,6.987800337,6.994147176
CACB2_HUMAN,0.276696563,-0.340850857,-0.340850857
NSUN6_HUMAN,2.74316339,2.432711588,2.488455847
ARL5B_HUMAN,6.163077767,6.306536115,6.121335421
SAC2_HUMAN,5.074388867,5.235173744,4.976192541
S23IP_HUMAN,6.666897065,6.738875983,6.797812783
ANK3_HUMAN,-0.340850857,-0.340850857,-0.340850857
VTI1A_HUMAN,3.959219041,3.988703045,4.477046462
CREM_HUMAN,5.056212193,4.265104048,4.586391545
CODA1_HUMAN,6.599461036,6.716055657,6.63554211
PLAC9_HUMAN,3.655484737,3.784501481,3.383215487
ZRAN1_HUMAN,7.258091647,7.088959591,7.188774642
CTBP2_HUMAN,7.305029013,7.057535321,6.953902184
IFIT5_HUMAN,5.547523548,5.471521566,5.690467576
CL004_HUMAN,4.774293823,5.046842629,4.586391545
GTR3_HUMAN,7.545520888,7.605905368,7.564481343
MFAP5_HUMAN,0.276696563,0.273361542,1.576029644
RIMKB_HUMAN,4.423568075,3.910455573,4.011935787
ETV6_HUMAN,5.611160618,5.152602271,5.091977123
LRP6_HUMAN,6.461249227,6.583651931,6.474179962
GBRL1_HUMAN,8.848684155,8.651894304,8.866626454
KLRD1_HUMAN,0.276696563,1.03330744,0.736681169
MGN2_HUMAN,4.335877864,4.442401772,3.801263664
OLR1_HUMAN,4.27430924,3.869680593,3.97219083
YBOX3_HUMAN,8.581120456,8.561976142,8.655436319
MANS1_HUMAN,4.961726271,4.912781011,4.828204932
STYK1_HUMAN,0.707754626,1.724146699,0.296259822
BCAT1_HUMAN,8.403801494,8.756243103,8.400473032
ST38L_HUMAN,5.307394649,5.152602271,5.479867746
BORC5_HUMAN,2.992930665,2.432711588,2.103204187
MGST1_HUMAN,8.348860975,8.484762948,8.695651215
EPS8_HUMAN,6.093483037,6.145068474,6.007977305
PRIC1_HUMAN,6.30068032,6.298877839,6.481276322
PAR11_HUMAN,3.448080482,3.646489942,3.442591307
